Generation:	16	Best fitness:	234.69931972789115	Average fitness:	343.47046258503417	Fitness standard deviation:	33.13430702397719	Best genome:	E5	A14	E4	A7	A11	N6	A15	E3	N7	A10	N12	A6	A17	A13	N9	A16	N5	A12	A9	N3	A8	
Generation:	1760	Best fitness:	127.87074829931973	Average fitness:	337.86374829931975	Fitness standard deviation:	39.952172069123044	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1776	Best fitness:	127.87074829931973	Average fitness:	343.35546258503416	Fitness standard deviation:	41.25982118111953	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1792	Best fitness:	127.87074829931973	Average fitness:	343.13489115646286	Fitness standard deviation:	37.561455547365775	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1808	Best fitness:	127.87074829931973	Average fitness:	347.2521768707484	Fitness standard deviation:	37.6252161157262	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1824	Best fitness:	127.87074829931973	Average fitness:	339.591605442177	Fitness standard deviation:	40.21161185832891	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1840	Best fitness:	127.87074829931973	Average fitness:	336.58289115646267	Fitness standard deviation:	39.316316801510474	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1856	Best fitness:	127.87074829931973	Average fitness:	340.2831768707485	Fitness standard deviation:	38.813487407269726	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1872	Best fitness:	127.87074829931973	Average fitness:	338.0461768707484	Fitness standard deviation:	39.89211205750033	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1888	Best fitness:	127.87074829931973	Average fitness:	339.31789115646274	Fitness standard deviation:	37.81195143639867	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1904	Best fitness:	127.87074829931973	Average fitness:	337.55074829931976	Fitness standard deviation:	40.613588959402065	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1920	Best fitness:	127.87074829931973	Average fitness:	339.33003401360554	Fitness standard deviation:	39.24984335728525	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1936	Best fitness:	127.87074829931973	Average fitness:	339.01731972789145	Fitness standard deviation:	36.475028450842856	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1952	Best fitness:	127.87074829931973	Average fitness:	336.9177482993197	Fitness standard deviation:	36.83339665802417	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1968	Best fitness:	127.87074829931973	Average fitness:	342.582605442177	Fitness standard deviation:	35.86191143903549	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	1984	Best fitness:	127.87074829931973	Average fitness:	345.4368911564628	Fitness standard deviation:	37.7663918272988	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2000	Best fitness:	127.87074829931973	Average fitness:	343.2753197278915	Fitness standard deviation:	39.140537411971735	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2016	Best fitness:	127.87074829931973	Average fitness:	336.07003401360555	Fitness standard deviation:	37.573289409377196	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2032	Best fitness:	127.87074829931973	Average fitness:	341.2634625850343	Fitness standard deviation:	40.51427654619078	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2048	Best fitness:	127.87074829931973	Average fitness:	334.7723197278914	Fitness standard deviation:	44.91195683688661	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2064	Best fitness:	127.87074829931973	Average fitness:	336.3761768707484	Fitness standard deviation:	38.850369093406016	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2080	Best fitness:	127.87074829931973	Average fitness:	339.4461768707482	Fitness standard deviation:	36.52884217341979	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2096	Best fitness:	127.87074829931973	Average fitness:	341.7194625850342	Fitness standard deviation:	39.46506518144256	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2112	Best fitness:	127.87074829931973	Average fitness:	336.83431972789134	Fitness standard deviation:	34.44349456511553	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2128	Best fitness:	127.87074829931973	Average fitness:	344.8381768707485	Fitness standard deviation:	37.553293726573244	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2144	Best fitness:	127.87074829931973	Average fitness:	340.2931768707485	Fitness standard deviation:	34.96996797574298	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A8	A15	A14	A17	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2160	Best fitness:	124.87074829931973	Average fitness:	341.971462585034	Fitness standard deviation:	38.75936236470316	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2176	Best fitness:	124.87074829931973	Average fitness:	339.74103401360566	Fitness standard deviation:	40.39462237800007	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2192	Best fitness:	124.87074829931973	Average fitness:	339.59117687074837	Fitness standard deviation:	35.20677774236092	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2208	Best fitness:	124.87074829931973	Average fitness:	341.76403401360557	Fitness standard deviation:	36.61902354692999	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2224	Best fitness:	124.87074829931973	Average fitness:	341.9233197278913	Fitness standard deviation:	43.24901541311758	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2240	Best fitness:	124.87074829931973	Average fitness:	342.28074829932007	Fitness standard deviation:	38.01710944040962	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2256	Best fitness:	124.87074829931973	Average fitness:	341.4191768707485	Fitness standard deviation:	42.01917295104458	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2272	Best fitness:	124.87074829931973	Average fitness:	344.5037482993196	Fitness standard deviation:	37.501247881005945	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2288	Best fitness:	124.87074829931973	Average fitness:	341.42960544217704	Fitness standard deviation:	36.36063644623826	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2304	Best fitness:	124.87074829931973	Average fitness:	343.1011768707485	Fitness standard deviation:	38.13014716837102	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2320	Best fitness:	124.87074829931973	Average fitness:	341.7278911564627	Fitness standard deviation:	36.352630761270994	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2336	Best fitness:	124.87074829931973	Average fitness:	341.8796054421771	Fitness standard deviation:	37.610670911976285	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2352	Best fitness:	124.87074829931973	Average fitness:	338.512605442177	Fitness standard deviation:	36.45473143362818	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2368	Best fitness:	124.87074829931973	Average fitness:	340.56917687074844	Fitness standard deviation:	42.00341926776526	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2384	Best fitness:	124.87074829931973	Average fitness:	341.01503401360554	Fitness standard deviation:	35.03145487433037	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2400	Best fitness:	124.87074829931973	Average fitness:	340.91460544217693	Fitness standard deviation:	38.338077291754885	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2416	Best fitness:	124.87074829931973	Average fitness:	341.95189115646286	Fitness standard deviation:	38.554405178836284	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2432	Best fitness:	124.87074829931973	Average fitness:	335.9690340136055	Fitness standard deviation:	39.56505793381481	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2448	Best fitness:	124.87074829931973	Average fitness:	336.4420340136055	Fitness standard deviation:	37.6584904915484	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2464	Best fitness:	124.87074829931973	Average fitness:	337.4663197278913	Fitness standard deviation:	41.570439467614634	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2480	Best fitness:	124.87074829931973	Average fitness:	346.45174829931995	Fitness standard deviation:	36.68040318447318	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2496	Best fitness:	124.87074829931973	Average fitness:	337.5717482993198	Fitness standard deviation:	43.44397967991159	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2512	Best fitness:	124.87074829931973	Average fitness:	339.2264625850341	Fitness standard deviation:	38.47769518215211	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2528	Best fitness:	124.87074829931973	Average fitness:	347.1233197278912	Fitness standard deviation:	38.673351521138564	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2544	Best fitness:	124.87074829931973	Average fitness:	339.90517687074856	Fitness standard deviation:	36.73931157048904	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2560	Best fitness:	124.87074829931973	Average fitness:	339.979605442177	Fitness standard deviation:	40.01920583715692	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2576	Best fitness:	124.87074829931973	Average fitness:	339.60117687074836	Fitness standard deviation:	38.74263880864522	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2592	Best fitness:	124.87074829931973	Average fitness:	343.0908911564625	Fitness standard deviation:	38.85425459827732	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2608	Best fitness:	124.87074829931973	Average fitness:	337.2086054421769	Fitness standard deviation:	40.09052271715464	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2624	Best fitness:	124.87074829931973	Average fitness:	341.91003401360575	Fitness standard deviation:	36.11097051211073	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2640	Best fitness:	124.87074829931973	Average fitness:	340.92060544217713	Fitness standard deviation:	39.677597133209886	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2656	Best fitness:	124.87074829931973	Average fitness:	338.78289115646265	Fitness standard deviation:	40.23001265047206	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2672	Best fitness:	124.87074829931973	Average fitness:	343.52146258503393	Fitness standard deviation:	37.62986204940357	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2688	Best fitness:	124.87074829931973	Average fitness:	333.05803401360566	Fitness standard deviation:	41.658405007089435	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2704	Best fitness:	124.87074829931973	Average fitness:	338.8117482993198	Fitness standard deviation:	37.56080980604271	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2720	Best fitness:	124.87074829931973	Average fitness:	338.90446258503414	Fitness standard deviation:	38.424664884813296	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2736	Best fitness:	124.87074829931973	Average fitness:	335.4414625850341	Fitness standard deviation:	38.72253337950051	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2752	Best fitness:	124.87074829931973	Average fitness:	344.94474829932005	Fitness standard deviation:	35.354492390122985	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2768	Best fitness:	124.87074829931973	Average fitness:	338.6884625850341	Fitness standard deviation:	39.23702037408976	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2784	Best fitness:	124.87074829931973	Average fitness:	335.3983197278912	Fitness standard deviation:	37.227302782626985	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2800	Best fitness:	124.87074829931973	Average fitness:	340.28546258503417	Fitness standard deviation:	38.37803463797318	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2816	Best fitness:	124.87074829931973	Average fitness:	337.2567482993199	Fitness standard deviation:	35.49563905263719	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2832	Best fitness:	124.87074829931973	Average fitness:	339.10060544217674	Fitness standard deviation:	41.34591412308438	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2848	Best fitness:	124.87074829931973	Average fitness:	336.40074829931973	Fitness standard deviation:	39.54715766767362	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2864	Best fitness:	124.87074829931973	Average fitness:	339.4900340136054	Fitness standard deviation:	37.52207099474513	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2880	Best fitness:	124.87074829931973	Average fitness:	341.85546258503416	Fitness standard deviation:	39.72421066913369	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2896	Best fitness:	124.87074829931973	Average fitness:	343.3087482993199	Fitness standard deviation:	42.4027324985895	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2912	Best fitness:	124.87074829931973	Average fitness:	344.2101768707486	Fitness standard deviation:	40.40370770620145	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2928	Best fitness:	124.87074829931973	Average fitness:	339.90046258503406	Fitness standard deviation:	38.787317287579285	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2944	Best fitness:	124.87074829931973	Average fitness:	339.27731972789167	Fitness standard deviation:	41.83662761119197	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2960	Best fitness:	124.87074829931973	Average fitness:	342.29474829931974	Fitness standard deviation:	37.68732753397434	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2976	Best fitness:	124.87074829931973	Average fitness:	339.0507482993198	Fitness standard deviation:	36.65328495454649	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	2992	Best fitness:	124.87074829931973	Average fitness:	339.79860544217723	Fitness standard deviation:	35.782737137351816	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3008	Best fitness:	124.87074829931973	Average fitness:	342.24903401360547	Fitness standard deviation:	39.2474978003928	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3024	Best fitness:	124.87074829931973	Average fitness:	343.57760544217706	Fitness standard deviation:	37.823671374483176	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3040	Best fitness:	124.87074829931973	Average fitness:	339.47317687074826	Fitness standard deviation:	37.7407634087265	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3056	Best fitness:	124.87074829931973	Average fitness:	340.54160544217683	Fitness standard deviation:	36.90849545034534	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3072	Best fitness:	124.87074829931973	Average fitness:	336.04703401360564	Fitness standard deviation:	39.3110484661781	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3088	Best fitness:	124.87074829931973	Average fitness:	341.13703401360567	Fitness standard deviation:	38.66686117520864	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3104	Best fitness:	124.87074829931973	Average fitness:	343.7863197278914	Fitness standard deviation:	40.6161760574603	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3120	Best fitness:	124.87074829931973	Average fitness:	339.77931972789133	Fitness standard deviation:	41.32594954895106	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3136	Best fitness:	124.87074829931973	Average fitness:	338.0741768707483	Fitness standard deviation:	38.26913068982758	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3152	Best fitness:	124.87074829931973	Average fitness:	337.5917482993199	Fitness standard deviation:	39.24486124972547	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3168	Best fitness:	124.87074829931973	Average fitness:	338.1580340136054	Fitness standard deviation:	38.86627016725796	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3184	Best fitness:	124.87074829931973	Average fitness:	345.96031972789126	Fitness standard deviation:	36.852607215661656	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3200	Best fitness:	124.87074829931973	Average fitness:	336.1383197278914	Fitness standard deviation:	39.991088209035496	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3216	Best fitness:	124.87074829931973	Average fitness:	342.41589115646275	Fitness standard deviation:	37.19086352142671	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3232	Best fitness:	124.87074829931973	Average fitness:	340.4636054421771	Fitness standard deviation:	39.42652093529462	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3248	Best fitness:	124.87074829931973	Average fitness:	340.37660544217687	Fitness standard deviation:	37.04207842247979	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3264	Best fitness:	124.87074829931973	Average fitness:	340.8758911564627	Fitness standard deviation:	35.41767341141356	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3280	Best fitness:	124.87074829931973	Average fitness:	335.67974829931995	Fitness standard deviation:	35.88477644105491	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3296	Best fitness:	124.87074829931973	Average fitness:	340.88074829932	Fitness standard deviation:	40.16336606248769	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3312	Best fitness:	124.87074829931973	Average fitness:	341.9170340136058	Fitness standard deviation:	35.460799461503676	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	3328	Best fitness:	124.87074829931973	Average fitness:	336.5047482993196	Fitness standard deviation:	40.24318356680839	Best genome:	A9	N5	A11	E3	N6	N7	A10	N12	A15	A17	A14	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
