Generation:	16	Best fitness:	239.556462585034	Average fitness:	344.69189115646276	Fitness standard deviation:	30.86547774204861	Best genome:	N12	E3	A9	E4	N3	A16	E5	A8	A13	N9	A6	A7	N6	N5	A11	A17	A12	A14	A10	N7	A15	
Generation:	1760	Best fitness:	142.8421768707483	Average fitness:	333.78503401360547	Fitness standard deviation:	40.18104934581241	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1776	Best fitness:	142.8421768707483	Average fitness:	342.4527482993199	Fitness standard deviation:	36.50569699012325	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1792	Best fitness:	142.8421768707483	Average fitness:	344.26360544217687	Fitness standard deviation:	36.034605674579666	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1808	Best fitness:	142.8421768707483	Average fitness:	341.9068911564629	Fitness standard deviation:	40.361449325477174	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1824	Best fitness:	142.8421768707483	Average fitness:	341.29574829931994	Fitness standard deviation:	38.566141006624676	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1840	Best fitness:	142.8421768707483	Average fitness:	340.8936054421771	Fitness standard deviation:	35.98072023419527	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1856	Best fitness:	142.8421768707483	Average fitness:	336.9678911564625	Fitness standard deviation:	35.99001550883982	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1872	Best fitness:	142.8421768707483	Average fitness:	337.8417482993198	Fitness standard deviation:	36.52579278526117	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1888	Best fitness:	142.8421768707483	Average fitness:	336.81717687074837	Fitness standard deviation:	37.11160519710947	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1904	Best fitness:	142.8421768707483	Average fitness:	339.17746258503416	Fitness standard deviation:	38.89405468207506	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1920	Best fitness:	142.8421768707483	Average fitness:	341.1817482993198	Fitness standard deviation:	35.46824531801335	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1936	Best fitness:	142.8421768707483	Average fitness:	340.8426054421771	Fitness standard deviation:	37.542805226915625	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1952	Best fitness:	142.8421768707483	Average fitness:	340.9768911564625	Fitness standard deviation:	36.374474496800204	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1968	Best fitness:	142.8421768707483	Average fitness:	337.1481768707485	Fitness standard deviation:	36.27946341996828	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	1984	Best fitness:	142.8421768707483	Average fitness:	333.1278911564626	Fitness standard deviation:	40.97639987771955	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2000	Best fitness:	142.8421768707483	Average fitness:	337.59246258503407	Fitness standard deviation:	40.48072680641381	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2016	Best fitness:	142.8421768707483	Average fitness:	342.8973197278912	Fitness standard deviation:	36.975058389930574	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2032	Best fitness:	142.8421768707483	Average fitness:	342.19931972789146	Fitness standard deviation:	38.896842849689854	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2048	Best fitness:	142.8421768707483	Average fitness:	342.62374829931986	Fitness standard deviation:	40.01836862910198	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2064	Best fitness:	142.8421768707483	Average fitness:	340.841605442177	Fitness standard deviation:	38.49700533913816	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2080	Best fitness:	142.8421768707483	Average fitness:	344.08674829931965	Fitness standard deviation:	36.411886446766864	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2096	Best fitness:	142.8421768707483	Average fitness:	343.4751768707484	Fitness standard deviation:	38.87237864093322	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2112	Best fitness:	142.8421768707483	Average fitness:	339.75331972789127	Fitness standard deviation:	36.30586693354007	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2128	Best fitness:	142.8421768707483	Average fitness:	336.2190340136058	Fitness standard deviation:	37.10239800710394	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2144	Best fitness:	142.8421768707483	Average fitness:	340.7098911564627	Fitness standard deviation:	36.76842892749048	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2160	Best fitness:	142.8421768707483	Average fitness:	340.1956054421771	Fitness standard deviation:	34.350494790126824	Best genome:	N3	A11	E3	N7	E5	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	
Generation:	2176	Best fitness:	142.81360544217688	Average fitness:	338.0860340136057	Fitness standard deviation:	39.847010373862354	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2192	Best fitness:	142.81360544217688	Average fitness:	340.90974829931986	Fitness standard deviation:	36.644348638818315	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2208	Best fitness:	142.81360544217688	Average fitness:	335.59903401360555	Fitness standard deviation:	37.20396028842706	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2224	Best fitness:	142.81360544217688	Average fitness:	340.8456054421773	Fitness standard deviation:	37.07835031004327	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2240	Best fitness:	142.81360544217688	Average fitness:	336.7483197278912	Fitness standard deviation:	37.24755117303358	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2256	Best fitness:	142.81360544217688	Average fitness:	342.25189115646276	Fitness standard deviation:	35.85660653440681	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2272	Best fitness:	142.81360544217688	Average fitness:	341.9440340136057	Fitness standard deviation:	40.54055903861299	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2288	Best fitness:	142.81360544217688	Average fitness:	341.6488911564627	Fitness standard deviation:	37.20020495636978	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2304	Best fitness:	142.81360544217688	Average fitness:	345.20146258503405	Fitness standard deviation:	38.847262760451876	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2320	Best fitness:	142.81360544217688	Average fitness:	341.37431972789113	Fitness standard deviation:	36.585506267886345	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2336	Best fitness:	142.81360544217688	Average fitness:	341.67760544217685	Fitness standard deviation:	37.147636751816364	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2352	Best fitness:	142.81360544217688	Average fitness:	341.4037482993198	Fitness standard deviation:	38.404344099253635	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2368	Best fitness:	142.81360544217688	Average fitness:	341.1494625850342	Fitness standard deviation:	37.040610421370694	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2384	Best fitness:	142.81360544217688	Average fitness:	338.05160544217694	Fitness standard deviation:	38.002099631575135	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2400	Best fitness:	142.81360544217688	Average fitness:	344.23403401360554	Fitness standard deviation:	35.27006597813564	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2416	Best fitness:	142.81360544217688	Average fitness:	341.73389115646285	Fitness standard deviation:	41.20073375510665	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2432	Best fitness:	142.81360544217688	Average fitness:	342.24031972789123	Fitness standard deviation:	41.082742201015535	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2448	Best fitness:	142.81360544217688	Average fitness:	340.3583197278913	Fitness standard deviation:	34.83884883844119	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2464	Best fitness:	142.81360544217688	Average fitness:	339.5886054421771	Fitness standard deviation:	39.70402610927152	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2480	Best fitness:	142.81360544217688	Average fitness:	339.51517687074863	Fitness standard deviation:	39.77650847047841	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2496	Best fitness:	142.81360544217688	Average fitness:	341.34703401360565	Fitness standard deviation:	37.329520091821635	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2512	Best fitness:	142.81360544217688	Average fitness:	341.65974829931986	Fitness standard deviation:	37.427370501726	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2528	Best fitness:	142.81360544217688	Average fitness:	340.84574829931995	Fitness standard deviation:	38.17559920944268	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2544	Best fitness:	142.81360544217688	Average fitness:	341.8008911564628	Fitness standard deviation:	36.06136523811507	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2560	Best fitness:	142.81360544217688	Average fitness:	342.6171768707484	Fitness standard deviation:	36.5803693242422	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2576	Best fitness:	142.81360544217688	Average fitness:	339.6661768707481	Fitness standard deviation:	36.47242317932041	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2592	Best fitness:	142.81360544217688	Average fitness:	338.3838911564627	Fitness standard deviation:	38.64899268323265	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2608	Best fitness:	142.81360544217688	Average fitness:	339.08860544217697	Fitness standard deviation:	39.452630593083214	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2624	Best fitness:	142.81360544217688	Average fitness:	340.72760544217715	Fitness standard deviation:	39.66942275807885	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2640	Best fitness:	142.81360544217688	Average fitness:	339.37931972789136	Fitness standard deviation:	36.11592480457611	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2656	Best fitness:	142.81360544217688	Average fitness:	339.08860544217697	Fitness standard deviation:	35.91222262940116	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2672	Best fitness:	142.81360544217688	Average fitness:	344.700462585034	Fitness standard deviation:	36.423775128509746	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2688	Best fitness:	142.81360544217688	Average fitness:	339.01460544217707	Fitness standard deviation:	37.94350003516238	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2704	Best fitness:	142.81360544217688	Average fitness:	340.9120340136056	Fitness standard deviation:	36.97434352579185	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2720	Best fitness:	142.81360544217688	Average fitness:	338.85346258503426	Fitness standard deviation:	36.839478590728376	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2736	Best fitness:	142.81360544217688	Average fitness:	346.1758911564628	Fitness standard deviation:	37.995965603238055	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2752	Best fitness:	142.81360544217688	Average fitness:	335.4693197278915	Fitness standard deviation:	38.45183255100611	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2768	Best fitness:	142.81360544217688	Average fitness:	337.4611768707484	Fitness standard deviation:	39.74119861769935	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2784	Best fitness:	142.81360544217688	Average fitness:	337.87074829931976	Fitness standard deviation:	37.10877953217198	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2800	Best fitness:	142.81360544217688	Average fitness:	343.27703401360543	Fitness standard deviation:	38.542046497882	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2816	Best fitness:	142.81360544217688	Average fitness:	339.9941768707483	Fitness standard deviation:	38.59730526281622	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2832	Best fitness:	142.81360544217688	Average fitness:	341.3131768707484	Fitness standard deviation:	38.39853589656772	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2848	Best fitness:	142.81360544217688	Average fitness:	343.03046258503434	Fitness standard deviation:	37.3444387237489	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2864	Best fitness:	142.81360544217688	Average fitness:	339.62789115646274	Fitness standard deviation:	37.30281534486454	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2880	Best fitness:	142.81360544217688	Average fitness:	337.2440340136056	Fitness standard deviation:	41.38098410539088	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2896	Best fitness:	142.81360544217688	Average fitness:	338.7880340136056	Fitness standard deviation:	38.79243460826782	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2912	Best fitness:	142.81360544217688	Average fitness:	340.02560544217704	Fitness standard deviation:	39.369510564934	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2928	Best fitness:	142.81360544217688	Average fitness:	341.60274829931996	Fitness standard deviation:	35.22914662489523	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2944	Best fitness:	142.81360544217688	Average fitness:	340.8744625850341	Fitness standard deviation:	41.22111063174167	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2960	Best fitness:	142.81360544217688	Average fitness:	336.48446258503407	Fitness standard deviation:	36.709431914839065	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2976	Best fitness:	142.81360544217688	Average fitness:	340.35674829932	Fitness standard deviation:	38.65358541228083	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	2992	Best fitness:	142.81360544217688	Average fitness:	339.7823197278913	Fitness standard deviation:	36.66072653649507	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3008	Best fitness:	142.81360544217688	Average fitness:	338.7124625850343	Fitness standard deviation:	41.040611428790626	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3024	Best fitness:	142.81360544217688	Average fitness:	337.87060544217707	Fitness standard deviation:	37.767432303993544	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3040	Best fitness:	142.81360544217688	Average fitness:	340.12260544217696	Fitness standard deviation:	37.57968720503899	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3056	Best fitness:	142.81360544217688	Average fitness:	341.55717687074866	Fitness standard deviation:	40.07082784754709	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3072	Best fitness:	142.81360544217688	Average fitness:	345.5091768707483	Fitness standard deviation:	40.35908653701221	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3088	Best fitness:	142.81360544217688	Average fitness:	341.80931972789125	Fitness standard deviation:	36.765616895603515	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3104	Best fitness:	142.81360544217688	Average fitness:	342.0401768707485	Fitness standard deviation:	39.20182685351617	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3120	Best fitness:	142.81360544217688	Average fitness:	338.4014625850343	Fitness standard deviation:	39.41300929300644	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3136	Best fitness:	142.81360544217688	Average fitness:	340.53517687074833	Fitness standard deviation:	36.92922574689735	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3152	Best fitness:	142.81360544217688	Average fitness:	342.3236054421769	Fitness standard deviation:	39.7000962061241	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3168	Best fitness:	142.81360544217688	Average fitness:	338.834605442177	Fitness standard deviation:	37.36597813874684	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3184	Best fitness:	142.81360544217688	Average fitness:	340.5231768707487	Fitness standard deviation:	35.966585828277566	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3200	Best fitness:	142.81360544217688	Average fitness:	341.9818911564629	Fitness standard deviation:	35.19671828278242	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3216	Best fitness:	142.81360544217688	Average fitness:	339.0350340136057	Fitness standard deviation:	41.42444715924378	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3232	Best fitness:	142.81360544217688	Average fitness:	342.601605442177	Fitness standard deviation:	35.00928685654825	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3248	Best fitness:	142.81360544217688	Average fitness:	347.0406054421772	Fitness standard deviation:	37.39635758728273	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3264	Best fitness:	142.81360544217688	Average fitness:	340.82389115646276	Fitness standard deviation:	40.570734806945644	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3280	Best fitness:	142.81360544217688	Average fitness:	341.22774829931984	Fitness standard deviation:	35.25131428987102	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3296	Best fitness:	142.81360544217688	Average fitness:	340.1337482993198	Fitness standard deviation:	40.90744289320983	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3312	Best fitness:	142.81360544217688	Average fitness:	338.70660544217696	Fitness standard deviation:	36.92351808447692	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
Generation:	3328	Best fitness:	142.81360544217688	Average fitness:	340.3433197278913	Fitness standard deviation:	40.46737550578901	Best genome:	N3	A11	E3	N7	A15	A17	A12	A9	E4	N5	A7	A6	A14	A10	N12	N6	A8	A13	N9	A16	E5	
