Generation:	16	Best fitness:	245.35646258503402	Average fitness:	311.9336054421768	Fitness standard deviation:	42.296409458265174	Best genome:	E5	E3	N9	A8	A9	A16	E4	N5	N12	N3	A7	A14	A11	A10	A15	A17	A12	N7	N6	A6	A13	
Generation:	1776	Best fitness:	114.87074829931973	Average fitness:	259.2793197278911	Fitness standard deviation:	64.38496344929727	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1792	Best fitness:	114.87074829931973	Average fitness:	260.56789115646257	Fitness standard deviation:	65.05812496905975	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1808	Best fitness:	114.87074829931973	Average fitness:	259.1650340136054	Fitness standard deviation:	46.77282579290096	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1824	Best fitness:	114.87074829931973	Average fitness:	267.8121768707483	Fitness standard deviation:	56.2993344470756	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1840	Best fitness:	114.87074829931973	Average fitness:	275.91931972789115	Fitness standard deviation:	57.466691754654626	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1856	Best fitness:	114.87074829931973	Average fitness:	271.93931972789113	Fitness standard deviation:	62.973448502734314	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1872	Best fitness:	114.87074829931973	Average fitness:	266.9150340136054	Fitness standard deviation:	67.32501034806714	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1888	Best fitness:	114.87074829931973	Average fitness:	274.4521768707483	Fitness standard deviation:	56.5160690712412	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1904	Best fitness:	114.87074829931973	Average fitness:	269.09789115646254	Fitness standard deviation:	53.07711484630795	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1920	Best fitness:	114.87074829931973	Average fitness:	274.20360544217687	Fitness standard deviation:	63.50145187155895	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1936	Best fitness:	114.87074829931973	Average fitness:	268.63503401360543	Fitness standard deviation:	55.319588644124075	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1952	Best fitness:	114.87074829931973	Average fitness:	290.66217687074834	Fitness standard deviation:	62.13136846182269	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1968	Best fitness:	114.87074829931973	Average fitness:	270.9707482993198	Fitness standard deviation:	46.718588268438914	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	1984	Best fitness:	114.87074829931973	Average fitness:	271.5021768707483	Fitness standard deviation:	56.984917374365516	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2000	Best fitness:	114.87074829931973	Average fitness:	271.47646258503397	Fitness standard deviation:	48.380517752078504	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2016	Best fitness:	114.87074829931973	Average fitness:	265.99931972789113	Fitness standard deviation:	57.23929184233716	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2032	Best fitness:	114.87074829931973	Average fitness:	289.6664625850341	Fitness standard deviation:	46.989602215027645	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2048	Best fitness:	114.87074829931973	Average fitness:	286.2264625850341	Fitness standard deviation:	55.56589577672071	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2064	Best fitness:	114.87074829931973	Average fitness:	258.6150340136054	Fitness standard deviation:	60.73175646115583	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2080	Best fitness:	114.87074829931973	Average fitness:	272.9193197278911	Fitness standard deviation:	58.053530610347295	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2096	Best fitness:	114.87074829931973	Average fitness:	254.90789115646257	Fitness standard deviation:	71.35062095177646	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2112	Best fitness:	114.87074829931973	Average fitness:	288.1664625850341	Fitness standard deviation:	55.59508293850074	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2128	Best fitness:	114.87074829931973	Average fitness:	270.0821768707483	Fitness standard deviation:	72.98623040390171	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2144	Best fitness:	114.87074829931973	Average fitness:	253.12646258503406	Fitness standard deviation:	65.05217778594255	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2160	Best fitness:	114.87074829931973	Average fitness:	250.88789115646256	Fitness standard deviation:	61.10668983717857	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2176	Best fitness:	114.87074829931973	Average fitness:	275.06789115646257	Fitness standard deviation:	56.1122984082194	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2192	Best fitness:	114.87074829931973	Average fitness:	265.1350340136054	Fitness standard deviation:	48.15275343389313	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2208	Best fitness:	114.87074829931973	Average fitness:	258.68646258503406	Fitness standard deviation:	55.266489440727476	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	E3	A10	N12	A8	A13	A16	E5	N6	A6	A14	A12	N9	
Generation:	2224	Best fitness:	106.87074829931973	Average fitness:	255.00931972789118	Fitness standard deviation:	72.7291358818627	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2240	Best fitness:	106.87074829931973	Average fitness:	255.92931972789114	Fitness standard deviation:	52.26841593239298	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2256	Best fitness:	106.87074829931973	Average fitness:	263.6836054421768	Fitness standard deviation:	76.27454571801655	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2272	Best fitness:	106.87074829931973	Average fitness:	279.88074829931975	Fitness standard deviation:	66.90853719055283	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2288	Best fitness:	106.87074829931973	Average fitness:	266.9721768707483	Fitness standard deviation:	59.4948376940798	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2304	Best fitness:	106.87074829931973	Average fitness:	255.06931972789107	Fitness standard deviation:	62.91498084149525	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2320	Best fitness:	106.87074829931973	Average fitness:	267.17931972789114	Fitness standard deviation:	64.66444602400794	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2336	Best fitness:	106.87074829931973	Average fitness:	258.04646258503396	Fitness standard deviation:	71.86166715379242	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2352	Best fitness:	106.87074829931973	Average fitness:	284.1207482993197	Fitness standard deviation:	63.91141437767672	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2368	Best fitness:	106.87074829931973	Average fitness:	275.71789115646254	Fitness standard deviation:	63.903834176432476	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2384	Best fitness:	106.87074829931973	Average fitness:	261.5807482993197	Fitness standard deviation:	48.224517665619345	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	N6	E3	A6	A14	A12	N9	
Generation:	2400	Best fitness:	103.87074829931973	Average fitness:	270.9278911564625	Fitness standard deviation:	63.51981275354091	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2416	Best fitness:	103.87074829931973	Average fitness:	258.266462585034	Fitness standard deviation:	77.78801296616652	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2432	Best fitness:	103.87074829931973	Average fitness:	265.02360544217686	Fitness standard deviation:	77.5606476459893	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2448	Best fitness:	103.87074829931973	Average fitness:	270.7350340136055	Fitness standard deviation:	51.1090677485165	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2464	Best fitness:	103.87074829931973	Average fitness:	261.29360544217684	Fitness standard deviation:	67.7249892685748	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2480	Best fitness:	103.87074829931973	Average fitness:	276.2693197278911	Fitness standard deviation:	65.77522297296191	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2496	Best fitness:	103.87074829931973	Average fitness:	261.6007482993197	Fitness standard deviation:	67.90430570039769	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2512	Best fitness:	103.87074829931973	Average fitness:	260.80217687074827	Fitness standard deviation:	53.625658951281736	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2528	Best fitness:	103.87074829931973	Average fitness:	270.26360544217687	Fitness standard deviation:	58.267395493114506	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2544	Best fitness:	103.87074829931973	Average fitness:	263.406462585034	Fitness standard deviation:	72.74976337713113	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2560	Best fitness:	103.87074829931973	Average fitness:	254.71074829931968	Fitness standard deviation:	69.99952442987141	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2576	Best fitness:	103.87074829931973	Average fitness:	268.50360544217693	Fitness standard deviation:	52.23696265430197	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2592	Best fitness:	103.87074829931973	Average fitness:	265.4421768707483	Fitness standard deviation:	54.70605533024583	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2608	Best fitness:	103.87074829931973	Average fitness:	270.55789115646263	Fitness standard deviation:	57.649072403461886	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2624	Best fitness:	103.87074829931973	Average fitness:	279.0378911564626	Fitness standard deviation:	53.12169722746564	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2640	Best fitness:	103.87074829931973	Average fitness:	285.14360544217686	Fitness standard deviation:	69.46088106235901	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2656	Best fitness:	103.87074829931973	Average fitness:	270.34789115646265	Fitness standard deviation:	69.40441560968905	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2672	Best fitness:	103.87074829931973	Average fitness:	246.79789115646258	Fitness standard deviation:	60.39393568353481	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2688	Best fitness:	103.87074829931973	Average fitness:	247.41074829931966	Fitness standard deviation:	51.064377055650375	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2704	Best fitness:	103.87074829931973	Average fitness:	264.5507482993197	Fitness standard deviation:	65.44390625036164	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2720	Best fitness:	103.87074829931973	Average fitness:	287.60789115646264	Fitness standard deviation:	65.10223144236694	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2736	Best fitness:	103.87074829931973	Average fitness:	258.84931972789116	Fitness standard deviation:	72.49282181213333	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2752	Best fitness:	103.87074829931973	Average fitness:	288.27503401360536	Fitness standard deviation:	67.0731433068499	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2768	Best fitness:	103.87074829931973	Average fitness:	278.94789115646256	Fitness standard deviation:	64.64982857435801	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2784	Best fitness:	103.87074829931973	Average fitness:	259.2493197278912	Fitness standard deviation:	54.17071644724817	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2800	Best fitness:	103.87074829931973	Average fitness:	264.51646258503405	Fitness standard deviation:	65.13645169009062	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2816	Best fitness:	103.87074829931973	Average fitness:	256.8307482993197	Fitness standard deviation:	57.268354619425956	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2832	Best fitness:	103.87074829931973	Average fitness:	261.8293197278912	Fitness standard deviation:	63.883744203587405	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2848	Best fitness:	103.87074829931973	Average fitness:	277.0278911564626	Fitness standard deviation:	53.79120214841297	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2864	Best fitness:	103.87074829931973	Average fitness:	256.436462585034	Fitness standard deviation:	53.497368693636304	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2880	Best fitness:	103.87074829931973	Average fitness:	273.25789115646256	Fitness standard deviation:	61.05743196335057	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2896	Best fitness:	103.87074829931973	Average fitness:	288.69503401360544	Fitness standard deviation:	59.02873273038396	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2912	Best fitness:	103.87074829931973	Average fitness:	276.1836054421769	Fitness standard deviation:	65.99620859549124	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2928	Best fitness:	103.87074829931973	Average fitness:	265.9993197278912	Fitness standard deviation:	56.433166901482785	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2944	Best fitness:	103.87074829931973	Average fitness:	260.8093197278912	Fitness standard deviation:	58.977326861035934	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2960	Best fitness:	103.87074829931973	Average fitness:	262.88789115646256	Fitness standard deviation:	71.76085192768934	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2976	Best fitness:	103.87074829931973	Average fitness:	270.7036054421768	Fitness standard deviation:	85.85961977648903	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	2992	Best fitness:	103.87074829931973	Average fitness:	263.4650340136054	Fitness standard deviation:	55.85904680715633	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	3008	Best fitness:	103.87074829931973	Average fitness:	267.9050340136055	Fitness standard deviation:	68.79676404350093	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	3024	Best fitness:	103.87074829931973	Average fitness:	264.5693197278912	Fitness standard deviation:	71.32776399359881	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	3040	Best fitness:	103.87074829931973	Average fitness:	265.67789115646264	Fitness standard deviation:	68.97154626277093	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	3056	Best fitness:	103.87074829931973	Average fitness:	267.0578911564626	Fitness standard deviation:	76.48080323365666	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	A8	A13	A16	E5	E3	N6	A6	A14	A12	N9	
Generation:	3072	Best fitness:	95.87074829931973	Average fitness:	256.3507482993197	Fitness standard deviation:	66.35038138702808	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3088	Best fitness:	95.87074829931973	Average fitness:	268.9107482993197	Fitness standard deviation:	70.43065798126175	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3104	Best fitness:	95.87074829931973	Average fitness:	259.26217687074825	Fitness standard deviation:	56.03685092173266	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3120	Best fitness:	95.87074829931973	Average fitness:	239.53074829931967	Fitness standard deviation:	58.76516523330772	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3136	Best fitness:	95.87074829931973	Average fitness:	262.1150340136054	Fitness standard deviation:	55.315111029114505	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3152	Best fitness:	95.87074829931973	Average fitness:	262.2636054421768	Fitness standard deviation:	58.57178249021991	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3168	Best fitness:	95.87074829931973	Average fitness:	273.3421768707483	Fitness standard deviation:	73.6680743855401	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3184	Best fitness:	95.87074829931973	Average fitness:	279.4693197278911	Fitness standard deviation:	51.16583639779296	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3200	Best fitness:	95.87074829931973	Average fitness:	260.256462585034	Fitness standard deviation:	65.13549175153501	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3216	Best fitness:	95.87074829931973	Average fitness:	247.4850340136054	Fitness standard deviation:	61.43697650139249	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3232	Best fitness:	95.87074829931973	Average fitness:	250.86931972789117	Fitness standard deviation:	63.77407987000131	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3248	Best fitness:	95.87074829931973	Average fitness:	261.4250340136054	Fitness standard deviation:	60.578407549427126	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3264	Best fitness:	95.87074829931973	Average fitness:	278.396462585034	Fitness standard deviation:	69.90147667121437	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3280	Best fitness:	95.87074829931973	Average fitness:	262.4693197278911	Fitness standard deviation:	75.67606014845009	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3296	Best fitness:	95.87074829931973	Average fitness:	252.4050340136054	Fitness standard deviation:	53.34234608370995	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3312	Best fitness:	95.87074829931973	Average fitness:	250.13074829931975	Fitness standard deviation:	58.642372992607335	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
Generation:	3328	Best fitness:	95.87074829931973	Average fitness:	248.81360544217677	Fitness standard deviation:	71.62552560622049	Best genome:	A9	N3	E4	N5	A7	A11	A8	A13	A16	E5	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	
