Generation:	16	Best fitness:	240.6421768707483	Average fitness:	338.2130340136054	Fitness standard deviation:	39.36162245287214	Best genome:	A9	N5	N3	A11	E3	A10	N7	E5	N6	N12	A8	A14	N9	A6	A12	A15	A17	A7	E4	A13	A16	
Generation:	1760	Best fitness:	125.6421768707483	Average fitness:	308.89303401360553	Fitness standard deviation:	46.25362813436191	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1776	Best fitness:	125.6421768707483	Average fitness:	304.62903401360546	Fitness standard deviation:	48.46254997123331	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1792	Best fitness:	125.6421768707483	Average fitness:	320.2261768707483	Fitness standard deviation:	51.6869952174843	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1808	Best fitness:	125.6421768707483	Average fitness:	322.7376054421769	Fitness standard deviation:	53.46420801139501	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1824	Best fitness:	125.6421768707483	Average fitness:	315.4987482993197	Fitness standard deviation:	53.09026567910121	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1840	Best fitness:	125.6421768707483	Average fitness:	319.8507482993198	Fitness standard deviation:	45.00670181387729	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1856	Best fitness:	125.6421768707483	Average fitness:	320.3844625850341	Fitness standard deviation:	49.2685961129275	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1872	Best fitness:	125.6421768707483	Average fitness:	316.4496054421769	Fitness standard deviation:	45.44075984202298	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1888	Best fitness:	125.6421768707483	Average fitness:	319.4690340136053	Fitness standard deviation:	52.121960716169895	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1904	Best fitness:	125.6421768707483	Average fitness:	314.3661768707483	Fitness standard deviation:	51.56387554029171	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1920	Best fitness:	125.6421768707483	Average fitness:	320.13646258503405	Fitness standard deviation:	46.04077137246322	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1936	Best fitness:	125.6421768707483	Average fitness:	317.19874829931973	Fitness standard deviation:	51.29561869821489	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1952	Best fitness:	125.6421768707483	Average fitness:	315.7593197278911	Fitness standard deviation:	46.96576929758828	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1968	Best fitness:	125.6421768707483	Average fitness:	329.8044625850341	Fitness standard deviation:	51.33358893690229	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	1984	Best fitness:	125.6421768707483	Average fitness:	323.44331972789115	Fitness standard deviation:	49.991592422922395	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2000	Best fitness:	125.6421768707483	Average fitness:	310.5644625850339	Fitness standard deviation:	48.25535242893597	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2016	Best fitness:	125.6421768707483	Average fitness:	312.6993197278912	Fitness standard deviation:	59.127390386161565	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2032	Best fitness:	125.6421768707483	Average fitness:	316.44160544217686	Fitness standard deviation:	52.41504332746858	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2048	Best fitness:	125.6421768707483	Average fitness:	322.5433197278911	Fitness standard deviation:	55.84095292152234	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2064	Best fitness:	125.6421768707483	Average fitness:	320.68960544217686	Fitness standard deviation:	53.67663836002263	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2080	Best fitness:	125.6421768707483	Average fitness:	326.79360544217695	Fitness standard deviation:	48.44374519976332	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2096	Best fitness:	125.6421768707483	Average fitness:	312.6324625850339	Fitness standard deviation:	48.39215878800268	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2112	Best fitness:	125.6421768707483	Average fitness:	303.9547482993197	Fitness standard deviation:	55.91797999621537	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2128	Best fitness:	125.6421768707483	Average fitness:	317.2696054421769	Fitness standard deviation:	52.26498885409205	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2144	Best fitness:	125.6421768707483	Average fitness:	306.51017687074824	Fitness standard deviation:	43.76449027068705	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2160	Best fitness:	125.6421768707483	Average fitness:	326.7467482993197	Fitness standard deviation:	42.830731141581616	Best genome:	A9	N3	N5	A11	N6	N7	A6	A12	A10	E3	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2176	Best fitness:	122.6421768707483	Average fitness:	314.67246258503394	Fitness standard deviation:	52.599308262697576	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2192	Best fitness:	122.6421768707483	Average fitness:	312.0113197278911	Fitness standard deviation:	49.64893170316261	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2208	Best fitness:	122.6421768707483	Average fitness:	312.72446258503396	Fitness standard deviation:	54.04213190556012	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2224	Best fitness:	122.6421768707483	Average fitness:	310.27589115646265	Fitness standard deviation:	48.722792282839606	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2240	Best fitness:	122.6421768707483	Average fitness:	313.55989115646264	Fitness standard deviation:	47.62596055574253	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2256	Best fitness:	122.6421768707483	Average fitness:	309.74560544217684	Fitness standard deviation:	53.12416749388519	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2272	Best fitness:	122.6421768707483	Average fitness:	328.7456054421769	Fitness standard deviation:	48.84828821682789	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2288	Best fitness:	122.6421768707483	Average fitness:	321.2387482993197	Fitness standard deviation:	54.74251375973425	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2304	Best fitness:	122.6421768707483	Average fitness:	328.11989115646264	Fitness standard deviation:	49.15849453532514	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2320	Best fitness:	122.6421768707483	Average fitness:	318.84846258503404	Fitness standard deviation:	48.94043002571637	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2336	Best fitness:	122.6421768707483	Average fitness:	314.6656054421769	Fitness standard deviation:	50.34666263872059	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2352	Best fitness:	122.6421768707483	Average fitness:	325.26903401360545	Fitness standard deviation:	53.20090667019324	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2368	Best fitness:	122.6421768707483	Average fitness:	324.0216054421769	Fitness standard deviation:	54.02674924478785	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2384	Best fitness:	122.6421768707483	Average fitness:	319.1930340136055	Fitness standard deviation:	49.581898619293284	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2400	Best fitness:	122.6421768707483	Average fitness:	319.7313197278912	Fitness standard deviation:	48.91481496375895	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2416	Best fitness:	122.6421768707483	Average fitness:	304.17760544217685	Fitness standard deviation:	50.04910953478084	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2432	Best fitness:	122.6421768707483	Average fitness:	314.1101768707482	Fitness standard deviation:	54.540742873038106	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2448	Best fitness:	122.6421768707483	Average fitness:	320.31246258503404	Fitness standard deviation:	48.54723202685595	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2464	Best fitness:	122.6421768707483	Average fitness:	316.67760544217685	Fitness standard deviation:	52.27792871308706	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2480	Best fitness:	122.6421768707483	Average fitness:	319.26217687074836	Fitness standard deviation:	45.55767934101534	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2496	Best fitness:	122.6421768707483	Average fitness:	314.76217687074836	Fitness standard deviation:	50.92602494134537	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2512	Best fitness:	122.6421768707483	Average fitness:	314.3507482993198	Fitness standard deviation:	48.02623500733315	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2528	Best fitness:	122.6421768707483	Average fitness:	320.1130340136054	Fitness standard deviation:	48.54715300591366	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2544	Best fitness:	122.6421768707483	Average fitness:	315.86731972789113	Fitness standard deviation:	51.33417738540995	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2560	Best fitness:	122.6421768707483	Average fitness:	323.11074829931965	Fitness standard deviation:	44.18221527876093	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2576	Best fitness:	122.6421768707483	Average fitness:	322.8747482993198	Fitness standard deviation:	53.75996355987589	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2592	Best fitness:	122.6421768707483	Average fitness:	315.3170340136055	Fitness standard deviation:	47.6547638631978	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2608	Best fitness:	122.6421768707483	Average fitness:	309.0598911564625	Fitness standard deviation:	47.17378652582039	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2624	Best fitness:	122.6421768707483	Average fitness:	321.8170340136054	Fitness standard deviation:	43.43808528873044	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2640	Best fitness:	122.6421768707483	Average fitness:	313.44789115646245	Fitness standard deviation:	53.43946504681532	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2656	Best fitness:	122.6421768707483	Average fitness:	315.0890340136055	Fitness standard deviation:	51.64755181506473	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2672	Best fitness:	122.6421768707483	Average fitness:	302.4570340136054	Fitness standard deviation:	52.235723561562736	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2688	Best fitness:	122.6421768707483	Average fitness:	303.9141768707484	Fitness standard deviation:	48.80434782906547	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2704	Best fitness:	122.6421768707483	Average fitness:	321.18560544217684	Fitness standard deviation:	47.569327963917836	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2720	Best fitness:	122.6421768707483	Average fitness:	317.2661768707483	Fitness standard deviation:	52.80868708994066	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2736	Best fitness:	122.6421768707483	Average fitness:	310.8313197278912	Fitness standard deviation:	53.02118294895091	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2752	Best fitness:	122.6421768707483	Average fitness:	320.21474829931975	Fitness standard deviation:	48.11016336598786	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2768	Best fitness:	122.6421768707483	Average fitness:	318.5793197278911	Fitness standard deviation:	55.65585243443928	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2784	Best fitness:	122.6421768707483	Average fitness:	321.3273197278911	Fitness standard deviation:	58.24757337224532	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2800	Best fitness:	122.6421768707483	Average fitness:	311.6067482993198	Fitness standard deviation:	43.067736893675495	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2816	Best fitness:	122.6421768707483	Average fitness:	321.2673197278911	Fitness standard deviation:	56.72905993673897	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2832	Best fitness:	122.6421768707483	Average fitness:	313.64789115646255	Fitness standard deviation:	51.970435865803864	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2848	Best fitness:	122.6421768707483	Average fitness:	316.6238911564626	Fitness standard deviation:	46.612498546363014	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2864	Best fitness:	122.6421768707483	Average fitness:	312.08217687074836	Fitness standard deviation:	49.753096837261886	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2880	Best fitness:	122.6421768707483	Average fitness:	312.95474829931976	Fitness standard deviation:	46.67685749525833	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2896	Best fitness:	122.6421768707483	Average fitness:	307.3536054421769	Fitness standard deviation:	42.61855234615123	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2912	Best fitness:	122.6421768707483	Average fitness:	315.7256054421768	Fitness standard deviation:	52.31487082141391	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2928	Best fitness:	122.6421768707483	Average fitness:	315.70903401360533	Fitness standard deviation:	58.78377857878822	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2944	Best fitness:	122.6421768707483	Average fitness:	321.12046258503403	Fitness standard deviation:	44.583134290712145	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2960	Best fitness:	122.6421768707483	Average fitness:	323.01989115646256	Fitness standard deviation:	51.005538007441615	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2976	Best fitness:	122.6421768707483	Average fitness:	313.48674829931974	Fitness standard deviation:	56.757786601649364	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	2992	Best fitness:	122.6421768707483	Average fitness:	316.94389115646254	Fitness standard deviation:	47.247666059622794	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3008	Best fitness:	122.6421768707483	Average fitness:	311.17017687074826	Fitness standard deviation:	49.59361948427459	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3024	Best fitness:	122.6421768707483	Average fitness:	319.40103401360545	Fitness standard deviation:	48.18489395261226	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3040	Best fitness:	122.6421768707483	Average fitness:	318.9656054421768	Fitness standard deviation:	50.41678484353384	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3056	Best fitness:	122.6421768707483	Average fitness:	310.48446258503395	Fitness standard deviation:	55.51601239576317	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3072	Best fitness:	122.6421768707483	Average fitness:	311.58903401360544	Fitness standard deviation:	50.21361519893723	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3088	Best fitness:	122.6421768707483	Average fitness:	323.06789115646257	Fitness standard deviation:	50.68392950634433	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3104	Best fitness:	122.6421768707483	Average fitness:	324.78903401360543	Fitness standard deviation:	47.44204318482732	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3120	Best fitness:	122.6421768707483	Average fitness:	310.97017687074833	Fitness standard deviation:	55.76844817563393	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3136	Best fitness:	122.6421768707483	Average fitness:	308.5061768707484	Fitness standard deviation:	51.72888304163057	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3152	Best fitness:	122.6421768707483	Average fitness:	311.22103401360533	Fitness standard deviation:	52.853415099437704	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3168	Best fitness:	122.6421768707483	Average fitness:	309.14217687074836	Fitness standard deviation:	58.31008825097707	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3184	Best fitness:	122.6421768707483	Average fitness:	310.5787482993198	Fitness standard deviation:	44.864378411895046	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3200	Best fitness:	122.6421768707483	Average fitness:	316.09817687074826	Fitness standard deviation:	49.63453799481953	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3216	Best fitness:	122.6421768707483	Average fitness:	318.39760544217677	Fitness standard deviation:	53.49520769228601	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3232	Best fitness:	122.6421768707483	Average fitness:	329.60674829931975	Fitness standard deviation:	47.347539232223454	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3248	Best fitness:	122.6421768707483	Average fitness:	319.8421768707483	Fitness standard deviation:	47.0297312823473	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3264	Best fitness:	122.6421768707483	Average fitness:	311.84903401360543	Fitness standard deviation:	51.14476119679855	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3280	Best fitness:	122.6421768707483	Average fitness:	318.79017687074816	Fitness standard deviation:	56.820636288631064	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3296	Best fitness:	122.6421768707483	Average fitness:	316.50046258503403	Fitness standard deviation:	52.0409499544663	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3312	Best fitness:	122.6421768707483	Average fitness:	312.7130340136054	Fitness standard deviation:	52.019965473236674	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3328	Best fitness:	122.6421768707483	Average fitness:	326.0998911564625	Fitness standard deviation:	49.84568169206775	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
Generation:	3344	Best fitness:	122.6421768707483	Average fitness:	328.70731972789116	Fitness standard deviation:	46.88708835454967	Best genome:	A9	N3	N5	A11	E3	N6	N7	A6	A12	A10	N12	A8	N9	E5	A15	A14	A17	E4	A7	A13	A16	
