Generation:	16	Best fitness:	186.69931972789115	Average fitness:	242.69931972789112	Fitness standard deviation:	35.722017448798226	Best genome:	A13	E5	N6	E3	N5	A6	A12	A14	N7	A10	N12	N3	A7	A17	N9	A16	A15	A8	A9	E4	A11	
Generation:	1760	Best fitness:	111.4421768707483	Average fitness:	180.66217687074834	Fitness standard deviation:	37.34253590418173	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1776	Best fitness:	111.4421768707483	Average fitness:	176.43360544217688	Fitness standard deviation:	43.91164979541422	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1792	Best fitness:	111.4421768707483	Average fitness:	176.6021768707483	Fitness standard deviation:	48.02575363536628	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1808	Best fitness:	111.4421768707483	Average fitness:	173.3021768707483	Fitness standard deviation:	37.154911120983236	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1824	Best fitness:	111.4421768707483	Average fitness:	188.79931972789115	Fitness standard deviation:	44.727600482229754	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1840	Best fitness:	111.4421768707483	Average fitness:	193.9136054421769	Fitness standard deviation:	60.6242266519158	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1856	Best fitness:	111.4421768707483	Average fitness:	196.80217687074827	Fitness standard deviation:	45.08834357714433	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1872	Best fitness:	111.4421768707483	Average fitness:	178.01074829931974	Fitness standard deviation:	52.60284690053207	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1888	Best fitness:	111.4421768707483	Average fitness:	199.96789115646254	Fitness standard deviation:	43.570630812368954	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1904	Best fitness:	111.4421768707483	Average fitness:	206.4593197278911	Fitness standard deviation:	51.25169775186944	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1920	Best fitness:	111.4421768707483	Average fitness:	189.39360544217686	Fitness standard deviation:	45.04732939602842	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1936	Best fitness:	111.4421768707483	Average fitness:	204.06217687074832	Fitness standard deviation:	46.01002916401455	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1952	Best fitness:	111.4421768707483	Average fitness:	195.52789115646257	Fitness standard deviation:	47.34808144293209	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1968	Best fitness:	111.4421768707483	Average fitness:	181.2478911564626	Fitness standard deviation:	56.18256945178	Best genome:	A9	E4	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	1984	Best fitness:	111.41360544217687	Average fitness:	201.596462585034	Fitness standard deviation:	38.3855823273823	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2000	Best fitness:	111.41360544217687	Average fitness:	217.80503401360542	Fitness standard deviation:	56.99470516044916	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2016	Best fitness:	111.41360544217687	Average fitness:	205.55074829931974	Fitness standard deviation:	57.62144697090146	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2032	Best fitness:	111.41360544217687	Average fitness:	203.92217687074833	Fitness standard deviation:	47.38722431807363	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2048	Best fitness:	111.41360544217687	Average fitness:	172.8278911564626	Fitness standard deviation:	47.995728126233764	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2064	Best fitness:	111.41360544217687	Average fitness:	232.89074829931974	Fitness standard deviation:	46.10395184265883	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2080	Best fitness:	111.41360544217687	Average fitness:	196.2936054421769	Fitness standard deviation:	38.703401316543065	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2096	Best fitness:	111.41360544217687	Average fitness:	203.89931972789117	Fitness standard deviation:	66.33098700256686	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2112	Best fitness:	111.41360544217687	Average fitness:	211.72503401360547	Fitness standard deviation:	42.58545780341606	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2128	Best fitness:	111.41360544217687	Average fitness:	170.7793197278912	Fitness standard deviation:	42.53976732519388	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2144	Best fitness:	111.41360544217687	Average fitness:	181.59931972789119	Fitness standard deviation:	47.976913240449655	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2160	Best fitness:	111.41360544217687	Average fitness:	199.70217687074827	Fitness standard deviation:	46.37342210308638	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2176	Best fitness:	111.41360544217687	Average fitness:	195.13074829931972	Fitness standard deviation:	49.04358652863631	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2192	Best fitness:	111.41360544217687	Average fitness:	200.44503401360546	Fitness standard deviation:	57.501233988533514	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2208	Best fitness:	111.41360544217687	Average fitness:	183.99646258503407	Fitness standard deviation:	55.14404173413035	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2224	Best fitness:	111.41360544217687	Average fitness:	215.3193197278912	Fitness standard deviation:	64.74893812067579	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2240	Best fitness:	111.41360544217687	Average fitness:	218.36217687074833	Fitness standard deviation:	41.35483645184906	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2256	Best fitness:	111.41360544217687	Average fitness:	188.96217687074832	Fitness standard deviation:	52.32680165487445	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2272	Best fitness:	111.41360544217687	Average fitness:	205.29931972789117	Fitness standard deviation:	52.309175064403064	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2288	Best fitness:	111.41360544217687	Average fitness:	190.57646258503405	Fitness standard deviation:	44.841606135555914	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2304	Best fitness:	111.41360544217687	Average fitness:	202.21074829931973	Fitness standard deviation:	38.572659133809545	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2320	Best fitness:	111.41360544217687	Average fitness:	201.07646258503402	Fitness standard deviation:	61.18162162357088	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2336	Best fitness:	111.41360544217687	Average fitness:	179.06789115646262	Fitness standard deviation:	36.44707306072571	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2352	Best fitness:	111.41360544217687	Average fitness:	183.4421768707483	Fitness standard deviation:	43.208394875939355	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2368	Best fitness:	111.41360544217687	Average fitness:	169.2336054421769	Fitness standard deviation:	47.0911578857476	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2384	Best fitness:	111.41360544217687	Average fitness:	194.96503401360548	Fitness standard deviation:	57.81192172794078	Best genome:	A9	A11	A6	A12	N9	A16	E5	A15	A14	A17	N5	N3	E4	A7	N7	A10	N12	N6	E3	A8	A13	
Generation:	2400	Best fitness:	107.87074829931973	Average fitness:	181.15646258503403	Fitness standard deviation:	35.296983741171	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2416	Best fitness:	107.87074829931973	Average fitness:	189.28217687074832	Fitness standard deviation:	38.30171563269932	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2432	Best fitness:	107.87074829931973	Average fitness:	191.23360544217687	Fitness standard deviation:	40.720178119974484	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2448	Best fitness:	107.87074829931973	Average fitness:	182.8536054421769	Fitness standard deviation:	40.404740477587836	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2464	Best fitness:	107.87074829931973	Average fitness:	195.63074829931972	Fitness standard deviation:	44.90513029187881	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2480	Best fitness:	107.87074829931973	Average fitness:	192.57646258503402	Fitness standard deviation:	41.41734439008047	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2496	Best fitness:	107.87074829931973	Average fitness:	192.94789115646262	Fitness standard deviation:	58.78361711239218	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2512	Best fitness:	107.87074829931973	Average fitness:	218.6907482993197	Fitness standard deviation:	65.14482208815954	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2528	Best fitness:	107.87074829931973	Average fitness:	179.5221768707483	Fitness standard deviation:	40.06198625701356	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2544	Best fitness:	107.87074829931973	Average fitness:	187.76503401360543	Fitness standard deviation:	46.466516450239816	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2560	Best fitness:	107.87074829931973	Average fitness:	210.37360544217685	Fitness standard deviation:	52.61725207882421	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2576	Best fitness:	107.87074829931973	Average fitness:	190.42503401360543	Fitness standard deviation:	42.81725610554889	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2592	Best fitness:	107.87074829931973	Average fitness:	177.5821768707483	Fitness standard deviation:	56.20539512196606	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2608	Best fitness:	107.87074829931973	Average fitness:	194.2821768707483	Fitness standard deviation:	41.728997797009896	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2624	Best fitness:	107.87074829931973	Average fitness:	196.2878911564626	Fitness standard deviation:	44.48392546178671	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2640	Best fitness:	107.87074829931973	Average fitness:	196.3021768707483	Fitness standard deviation:	56.97472472195769	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2656	Best fitness:	107.87074829931973	Average fitness:	186.53360544217688	Fitness standard deviation:	43.90282739256351	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2672	Best fitness:	107.87074829931973	Average fitness:	190.256462585034	Fitness standard deviation:	38.03956103954977	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2688	Best fitness:	107.87074829931973	Average fitness:	185.256462585034	Fitness standard deviation:	52.16943706103513	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2704	Best fitness:	107.87074829931973	Average fitness:	166.836462585034	Fitness standard deviation:	31.676801013501656	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2720	Best fitness:	107.87074829931973	Average fitness:	180.45646258503402	Fitness standard deviation:	49.72993390836763	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2736	Best fitness:	107.87074829931973	Average fitness:	176.50789115646256	Fitness standard deviation:	28.34185208471452	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2752	Best fitness:	107.87074829931973	Average fitness:	182.59360544217685	Fitness standard deviation:	41.85534476879011	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2768	Best fitness:	107.87074829931973	Average fitness:	164.12503401360544	Fitness standard deviation:	43.58230955470865	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2784	Best fitness:	107.87074829931973	Average fitness:	188.7278911564626	Fitness standard deviation:	47.45725466573222	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2800	Best fitness:	107.87074829931973	Average fitness:	214.16789115646262	Fitness standard deviation:	60.34224999694557	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2816	Best fitness:	107.87074829931973	Average fitness:	172.21931972789113	Fitness standard deviation:	33.64362037350818	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2832	Best fitness:	107.87074829931973	Average fitness:	195.00503401360544	Fitness standard deviation:	40.681869902642255	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2848	Best fitness:	107.87074829931973	Average fitness:	181.8421768707483	Fitness standard deviation:	56.74678593793409	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2864	Best fitness:	107.87074829931973	Average fitness:	185.24789115646257	Fitness standard deviation:	51.28511706775233	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2880	Best fitness:	107.87074829931973	Average fitness:	219.59360544217685	Fitness standard deviation:	38.91314042787068	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2896	Best fitness:	107.87074829931973	Average fitness:	198.92503401360543	Fitness standard deviation:	37.32288338928004	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2912	Best fitness:	107.87074829931973	Average fitness:	163.09931972789116	Fitness standard deviation:	41.20347320410784	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2928	Best fitness:	107.87074829931973	Average fitness:	175.8221768707483	Fitness standard deviation:	38.65507132027452	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2944	Best fitness:	107.87074829931973	Average fitness:	178.41931972789115	Fitness standard deviation:	32.86561580194134	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2960	Best fitness:	107.87074829931973	Average fitness:	196.1793197278912	Fitness standard deviation:	78.1758747691279	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2976	Best fitness:	107.87074829931973	Average fitness:	198.10503401360543	Fitness standard deviation:	44.97588796187557	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	2992	Best fitness:	107.87074829931973	Average fitness:	190.9421768707483	Fitness standard deviation:	40.46466082287364	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	3008	Best fitness:	107.87074829931973	Average fitness:	197.5021768707483	Fitness standard deviation:	44.32272821854149	Best genome:	A16	E5	A15	A14	A17	E3	A11	A8	A13	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	
Generation:	3024	Best fitness:	107.61360544217688	Average fitness:	132.09360544217685	Fitness standard deviation:	27.45397870871862	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	A15	A14	A17	E3	A11	A8	A13	
Generation:	3040	Best fitness:	106.61360544217688	Average fitness:	161.6707482993197	Fitness standard deviation:	37.17614332677693	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3056	Best fitness:	106.61360544217688	Average fitness:	216.17931972789114	Fitness standard deviation:	55.8026914719192	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3072	Best fitness:	106.61360544217688	Average fitness:	203.0107482993197	Fitness standard deviation:	61.002426783443525	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3088	Best fitness:	106.61360544217688	Average fitness:	201.11646258503401	Fitness standard deviation:	46.82256424469916	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3104	Best fitness:	106.61360544217688	Average fitness:	195.15074829931973	Fitness standard deviation:	49.57262048793483	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3120	Best fitness:	106.61360544217688	Average fitness:	208.54217687074828	Fitness standard deviation:	48.9557288553148	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3136	Best fitness:	106.61360544217688	Average fitness:	191.92503401360543	Fitness standard deviation:	45.23075610642811	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3152	Best fitness:	106.61360544217688	Average fitness:	178.12217687074826	Fitness standard deviation:	44.60640715394676	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3168	Best fitness:	106.61360544217688	Average fitness:	171.60789115646259	Fitness standard deviation:	42.58606804856178	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3184	Best fitness:	106.61360544217688	Average fitness:	186.8421768707483	Fitness standard deviation:	47.51302807372619	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3200	Best fitness:	106.61360544217688	Average fitness:	206.7850340136054	Fitness standard deviation:	44.940499438656865	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3216	Best fitness:	106.61360544217688	Average fitness:	228.61931972789117	Fitness standard deviation:	50.28441361954243	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3232	Best fitness:	106.61360544217688	Average fitness:	201.17360544217686	Fitness standard deviation:	48.573867501791874	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3248	Best fitness:	106.61360544217688	Average fitness:	196.67360544217686	Fitness standard deviation:	50.382945689256104	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3264	Best fitness:	106.61360544217688	Average fitness:	173.2621768707483	Fitness standard deviation:	42.52123608701124	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3280	Best fitness:	106.61360544217688	Average fitness:	173.21360544217686	Fitness standard deviation:	46.669558316630635	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3296	Best fitness:	106.61360544217688	Average fitness:	155.8621768707483	Fitness standard deviation:	47.697987036634345	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3312	Best fitness:	106.61360544217688	Average fitness:	166.78789115646256	Fitness standard deviation:	49.112025959815085	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
Generation:	3328	Best fitness:	106.61360544217688	Average fitness:	169.25074829931972	Fitness standard deviation:	44.80008391027127	Best genome:	A9	N3	E4	N5	A7	N7	A10	N12	N6	A6	A12	N9	A16	E5	E3	A15	A14	A17	A11	A8	A13	
