Generation:	16	Best fitness:	231.29931972789115	Average fitness:	336.3650340136054	Fitness standard deviation:	34.31754629447551	Best genome:	N9	A16	A9	N5	E3	A15	A14	E4	A7	A11	N12	N6	A8	E5	A13	N7	A6	A12	N3	A10	A17	
Generation:	1760	Best fitness:	127.32789115646258	Average fitness:	327.968462585034	Fitness standard deviation:	53.29792953515824	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1776	Best fitness:	127.32789115646258	Average fitness:	314.94503401360544	Fitness standard deviation:	46.13714427262109	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1792	Best fitness:	127.32789115646258	Average fitness:	318.39417687074837	Fitness standard deviation:	54.10953861815298	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1808	Best fitness:	127.32789115646258	Average fitness:	321.65474829931975	Fitness standard deviation:	50.97348559590484	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1824	Best fitness:	127.32789115646258	Average fitness:	306.0301768707484	Fitness standard deviation:	54.82206470435949	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1840	Best fitness:	127.32789115646258	Average fitness:	312.020462585034	Fitness standard deviation:	60.69018777162502	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1856	Best fitness:	127.32789115646258	Average fitness:	318.75131972789114	Fitness standard deviation:	50.690444839642275	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1872	Best fitness:	127.32789115646258	Average fitness:	309.0970340136055	Fitness standard deviation:	47.88497880103436	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1888	Best fitness:	127.32789115646258	Average fitness:	309.85589115646263	Fitness standard deviation:	52.956566952049855	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1904	Best fitness:	127.32789115646258	Average fitness:	315.46046258503395	Fitness standard deviation:	54.97128207880689	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1920	Best fitness:	127.32789115646258	Average fitness:	320.0004625850341	Fitness standard deviation:	54.75176641191123	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1936	Best fitness:	127.32789115646258	Average fitness:	311.69246258503404	Fitness standard deviation:	51.229993306695654	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1952	Best fitness:	127.32789115646258	Average fitness:	318.6330340136054	Fitness standard deviation:	52.15087294630095	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1968	Best fitness:	127.32789115646258	Average fitness:	316.8130340136055	Fitness standard deviation:	51.367370407006554	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	1984	Best fitness:	127.32789115646258	Average fitness:	323.2250340136055	Fitness standard deviation:	50.97381704845926	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2000	Best fitness:	127.32789115646258	Average fitness:	315.51817687074833	Fitness standard deviation:	52.38158224694895	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2016	Best fitness:	127.32789115646258	Average fitness:	316.37531972789117	Fitness standard deviation:	49.88423156363019	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2032	Best fitness:	127.32789115646258	Average fitness:	318.9467482993198	Fitness standard deviation:	44.475130261249404	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2048	Best fitness:	127.32789115646258	Average fitness:	312.98103401360544	Fitness standard deviation:	52.3530295823363	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2064	Best fitness:	127.32789115646258	Average fitness:	312.32446258503404	Fitness standard deviation:	57.13921378099461	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2080	Best fitness:	127.32789115646258	Average fitness:	313.68103401360554	Fitness standard deviation:	49.4261640239504	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2096	Best fitness:	127.32789115646258	Average fitness:	314.80903401360547	Fitness standard deviation:	49.008299625300864	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2112	Best fitness:	127.32789115646258	Average fitness:	319.5856054421769	Fitness standard deviation:	55.40846277070177	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2128	Best fitness:	127.32789115646258	Average fitness:	315.140462585034	Fitness standard deviation:	47.90846175014708	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2144	Best fitness:	127.32789115646258	Average fitness:	320.3073197278911	Fitness standard deviation:	55.77865206148243	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2160	Best fitness:	127.32789115646258	Average fitness:	318.1976054421769	Fitness standard deviation:	50.09417324379745	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2176	Best fitness:	127.32789115646258	Average fitness:	314.5387482993199	Fitness standard deviation:	46.05710949662032	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2192	Best fitness:	127.32789115646258	Average fitness:	322.8478911564627	Fitness standard deviation:	50.65431560879998	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2208	Best fitness:	127.32789115646258	Average fitness:	310.09646258503403	Fitness standard deviation:	50.6951642825295	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2224	Best fitness:	127.32789115646258	Average fitness:	315.28274829931973	Fitness standard deviation:	54.78768075144676	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2240	Best fitness:	127.32789115646258	Average fitness:	324.1890340136055	Fitness standard deviation:	48.3992281975906	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2256	Best fitness:	127.32789115646258	Average fitness:	313.87360544217694	Fitness standard deviation:	47.430349106100095	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2272	Best fitness:	127.32789115646258	Average fitness:	314.2318911564626	Fitness standard deviation:	60.455648850025185	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2288	Best fitness:	127.32789115646258	Average fitness:	308.12046258503403	Fitness standard deviation:	46.17857575870049	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2304	Best fitness:	127.32789115646258	Average fitness:	325.1301768707483	Fitness standard deviation:	51.494490401539906	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2320	Best fitness:	127.32789115646258	Average fitness:	310.88160544217686	Fitness standard deviation:	54.69056700069166	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2336	Best fitness:	127.32789115646258	Average fitness:	312.9501768707483	Fitness standard deviation:	56.06412343022942	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2352	Best fitness:	127.32789115646258	Average fitness:	310.28160544217695	Fitness standard deviation:	52.50156783353799	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2368	Best fitness:	127.32789115646258	Average fitness:	315.4678911564626	Fitness standard deviation:	53.69197538187772	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2384	Best fitness:	127.32789115646258	Average fitness:	322.7930340136055	Fitness standard deviation:	49.97241297404979	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2400	Best fitness:	127.32789115646258	Average fitness:	317.56846258503407	Fitness standard deviation:	55.61067349907218	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2416	Best fitness:	127.32789115646258	Average fitness:	312.8976054421768	Fitness standard deviation:	54.84841371322549	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2432	Best fitness:	127.32789115646258	Average fitness:	318.3387482993198	Fitness standard deviation:	52.89621687487177	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2448	Best fitness:	127.32789115646258	Average fitness:	315.56331972789116	Fitness standard deviation:	45.864437536402995	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2464	Best fitness:	127.32789115646258	Average fitness:	314.8558911564626	Fitness standard deviation:	47.5070329452946	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2480	Best fitness:	127.32789115646258	Average fitness:	314.2358911564625	Fitness standard deviation:	41.06733953905861	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2496	Best fitness:	127.32789115646258	Average fitness:	316.27874829931983	Fitness standard deviation:	47.634758374402985	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2512	Best fitness:	127.32789115646258	Average fitness:	310.1633197278911	Fitness standard deviation:	50.66477859138719	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2528	Best fitness:	127.32789115646258	Average fitness:	320.65474829931975	Fitness standard deviation:	56.36041921600727	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2544	Best fitness:	127.32789115646258	Average fitness:	314.3564625850341	Fitness standard deviation:	49.918496837651396	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2560	Best fitness:	127.32789115646258	Average fitness:	315.4587482993197	Fitness standard deviation:	49.126141040702755	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2576	Best fitness:	127.32789115646258	Average fitness:	311.7890340136055	Fitness standard deviation:	47.82690627243035	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2592	Best fitness:	127.32789115646258	Average fitness:	315.5918911564626	Fitness standard deviation:	56.88310177254143	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2608	Best fitness:	127.32789115646258	Average fitness:	308.8907482993198	Fitness standard deviation:	49.24197620331827	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2624	Best fitness:	127.32789115646258	Average fitness:	323.52274829931974	Fitness standard deviation:	46.450014104257434	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2640	Best fitness:	127.32789115646258	Average fitness:	313.8210340136055	Fitness standard deviation:	49.672088104417966	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2656	Best fitness:	127.32789115646258	Average fitness:	328.9450340136055	Fitness standard deviation:	50.317415332211624	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2672	Best fitness:	127.32789115646258	Average fitness:	325.8730340136055	Fitness standard deviation:	56.95820503936305	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2688	Best fitness:	127.32789115646258	Average fitness:	313.0684625850341	Fitness standard deviation:	56.008608912617454	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2704	Best fitness:	127.32789115646258	Average fitness:	314.45474829931976	Fitness standard deviation:	51.44250768636017	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2720	Best fitness:	127.32789115646258	Average fitness:	322.0736054421769	Fitness standard deviation:	64.83832760436232	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2736	Best fitness:	127.32789115646258	Average fitness:	307.221605442177	Fitness standard deviation:	50.2789570265083	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2752	Best fitness:	127.32789115646258	Average fitness:	310.8513197278912	Fitness standard deviation:	57.39656690010621	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2768	Best fitness:	127.32789115646258	Average fitness:	316.6341768707484	Fitness standard deviation:	49.66497358608099	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2784	Best fitness:	127.32789115646258	Average fitness:	320.1141768707484	Fitness standard deviation:	48.66223385496294	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2800	Best fitness:	127.32789115646258	Average fitness:	312.27531972789126	Fitness standard deviation:	51.3520794197732	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2816	Best fitness:	127.32789115646258	Average fitness:	323.73931972789114	Fitness standard deviation:	47.705888054851684	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2832	Best fitness:	127.32789115646258	Average fitness:	318.8278911564626	Fitness standard deviation:	49.275833792218755	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2848	Best fitness:	127.32789115646258	Average fitness:	313.6147482993197	Fitness standard deviation:	54.975431086838	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2864	Best fitness:	127.32789115646258	Average fitness:	318.6204625850341	Fitness standard deviation:	50.42040421439377	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2880	Best fitness:	127.32789115646258	Average fitness:	306.71417687074825	Fitness standard deviation:	54.221756681544846	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2896	Best fitness:	127.32789115646258	Average fitness:	312.5953197278909	Fitness standard deviation:	54.37396368536271	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2912	Best fitness:	127.32789115646258	Average fitness:	323.84103401360545	Fitness standard deviation:	48.48900905044233	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2928	Best fitness:	127.32789115646258	Average fitness:	324.6593197278911	Fitness standard deviation:	48.35429922004065	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2944	Best fitness:	127.32789115646258	Average fitness:	310.14446258503403	Fitness standard deviation:	58.52252120895904	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2960	Best fitness:	127.32789115646258	Average fitness:	322.34274829931974	Fitness standard deviation:	47.43923330763606	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2976	Best fitness:	127.32789115646258	Average fitness:	314.0758911564626	Fitness standard deviation:	47.905380104313714	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	2992	Best fitness:	127.32789115646258	Average fitness:	314.9753197278912	Fitness standard deviation:	55.446436475913856	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3008	Best fitness:	127.32789115646258	Average fitness:	313.96846258503405	Fitness standard deviation:	58.25247962559716	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3024	Best fitness:	127.32789115646258	Average fitness:	321.77189115646263	Fitness standard deviation:	49.15972607817941	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3040	Best fitness:	127.32789115646258	Average fitness:	306.16103401360544	Fitness standard deviation:	49.89770772535446	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3056	Best fitness:	127.32789115646258	Average fitness:	315.2376054421768	Fitness standard deviation:	53.12425522666417	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3072	Best fitness:	127.32789115646258	Average fitness:	311.588462585034	Fitness standard deviation:	50.75190126608509	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3088	Best fitness:	127.32789115646258	Average fitness:	320.68846258503413	Fitness standard deviation:	54.022042331187855	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3104	Best fitness:	127.32789115646258	Average fitness:	336.5816054421768	Fitness standard deviation:	48.80635610664008	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3120	Best fitness:	127.32789115646258	Average fitness:	319.6227482993198	Fitness standard deviation:	42.30326216590809	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3136	Best fitness:	127.32789115646258	Average fitness:	317.76617687074827	Fitness standard deviation:	53.078230938023964	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3152	Best fitness:	127.32789115646258	Average fitness:	320.59189115646257	Fitness standard deviation:	47.18491026865712	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3168	Best fitness:	127.32789115646258	Average fitness:	318.1981768707483	Fitness standard deviation:	43.34026367982473	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3184	Best fitness:	127.32789115646258	Average fitness:	322.972462585034	Fitness standard deviation:	48.79644890391772	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3200	Best fitness:	127.32789115646258	Average fitness:	317.704462585034	Fitness standard deviation:	49.62142713278083	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3216	Best fitness:	127.32789115646258	Average fitness:	321.77989115646255	Fitness standard deviation:	52.036029492917265	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3232	Best fitness:	127.32789115646258	Average fitness:	313.4581768707483	Fitness standard deviation:	53.90012779811438	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3248	Best fitness:	127.32789115646258	Average fitness:	314.9998911564627	Fitness standard deviation:	54.950099883662546	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3264	Best fitness:	127.32789115646258	Average fitness:	318.07931972789106	Fitness standard deviation:	54.19514376919084	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3280	Best fitness:	127.32789115646258	Average fitness:	310.4890340136055	Fitness standard deviation:	55.28058854348682	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3296	Best fitness:	127.32789115646258	Average fitness:	309.9221768707484	Fitness standard deviation:	56.89551382910212	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3312	Best fitness:	127.32789115646258	Average fitness:	313.004462585034	Fitness standard deviation:	48.188560397078234	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
Generation:	3328	Best fitness:	127.32789115646258	Average fitness:	319.5141768707483	Fitness standard deviation:	47.12394503425872	Best genome:	A13	N9	A9	N5	A11	N12	N7	A6	A12	A14	A17	E4	N3	A7	N6	E3	E5	A15	A10	A8	A16	
