Generation:	16	Best fitness:	229.52789115646257	Average fitness:	339.0758911564626	Fitness standard deviation:	37.00448012148292	Best genome:	A13	A15	A16	E4	N5	A11	E3	N3	N9	A9	A7	A14	A17	A12	A10	A8	N6	N7	E5	N12	A6	
Generation:	1760	Best fitness:	133.8421768707483	Average fitness:	327.6553197278912	Fitness standard deviation:	44.28302027197517	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A14	N7	A6	A12	E5	E4	N5	A11	A8	A13	N9	A16	
Generation:	1776	Best fitness:	133.8421768707483	Average fitness:	332.95474829931953	Fitness standard deviation:	47.24246270862167	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A14	N7	A6	A12	E5	E4	N5	A11	A8	A13	N9	A16	
Generation:	1792	Best fitness:	133.8421768707483	Average fitness:	330.93189115646254	Fitness standard deviation:	41.127309367824374	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A14	N7	A6	A12	E5	E4	N5	A11	A8	A13	N9	A16	
Generation:	1808	Best fitness:	133.8421768707483	Average fitness:	335.8801768707484	Fitness standard deviation:	40.67463333352037	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A14	N7	A6	A12	E5	E4	N5	A11	A8	A13	N9	A16	
Generation:	1824	Best fitness:	133.8421768707483	Average fitness:	333.74617687074823	Fitness standard deviation:	46.11242154490149	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A14	N7	A6	A12	E5	E4	N5	A11	A8	A13	N9	A16	
Generation:	1840	Best fitness:	133.8421768707483	Average fitness:	324.3938911564626	Fitness standard deviation:	47.13081191487265	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A14	N7	A6	A12	E5	E4	N5	A11	A8	A13	N9	A16	
Generation:	1856	Best fitness:	132.8421768707483	Average fitness:	329.7107482993197	Fitness standard deviation:	45.501278205863045	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	E5	N7	A6	A14	A12	E4	N5	A11	A8	A13	N9	A16	
Generation:	1872	Best fitness:	132.8421768707483	Average fitness:	328.5093197278912	Fitness standard deviation:	47.536088353148784	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	E5	N7	A6	A14	A12	E4	N5	A11	A8	A13	N9	A16	
Generation:	1888	Best fitness:	130.8421768707483	Average fitness:	323.91531972789096	Fitness standard deviation:	47.67743115939851	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	1904	Best fitness:	130.8421768707483	Average fitness:	324.2658911564625	Fitness standard deviation:	39.515024278812	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	1920	Best fitness:	130.8421768707483	Average fitness:	328.49503401360545	Fitness standard deviation:	47.3732638581239	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	1936	Best fitness:	130.8421768707483	Average fitness:	330.2650340136054	Fitness standard deviation:	43.711468630050845	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	1952	Best fitness:	130.8421768707483	Average fitness:	333.6707482993198	Fitness standard deviation:	37.28559999982485	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	1968	Best fitness:	130.8421768707483	Average fitness:	327.41189115646256	Fitness standard deviation:	43.22900704529829	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	1984	Best fitness:	130.8421768707483	Average fitness:	334.8413197278911	Fitness standard deviation:	47.61128994133167	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2000	Best fitness:	130.8421768707483	Average fitness:	336.97646258503414	Fitness standard deviation:	39.6418077595987	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2016	Best fitness:	130.8421768707483	Average fitness:	332.88189115646264	Fitness standard deviation:	41.79195252970239	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2032	Best fitness:	130.8421768707483	Average fitness:	332.99274829931966	Fitness standard deviation:	45.290190649424574	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A12	A17	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2048	Best fitness:	125.8421768707483	Average fitness:	331.9570340136053	Fitness standard deviation:	47.5184255528359	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2064	Best fitness:	125.8421768707483	Average fitness:	331.1633197278911	Fitness standard deviation:	45.604502484482204	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2080	Best fitness:	125.8421768707483	Average fitness:	331.2607482993198	Fitness standard deviation:	41.74023212143196	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2096	Best fitness:	125.8421768707483	Average fitness:	333.57560544217705	Fitness standard deviation:	39.9121243008197	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2112	Best fitness:	125.8421768707483	Average fitness:	333.9136054421768	Fitness standard deviation:	44.137017181888105	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2128	Best fitness:	125.8421768707483	Average fitness:	333.89760544217694	Fitness standard deviation:	42.291416955236116	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2144	Best fitness:	125.8421768707483	Average fitness:	324.69960544217685	Fitness standard deviation:	45.01214974213255	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2160	Best fitness:	125.8421768707483	Average fitness:	330.6321768707483	Fitness standard deviation:	41.16019959393109	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2176	Best fitness:	125.8421768707483	Average fitness:	331.9864625850342	Fitness standard deviation:	43.25404978090467	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2192	Best fitness:	125.8421768707483	Average fitness:	328.95989115646256	Fitness standard deviation:	46.62518620064587	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2208	Best fitness:	125.8421768707483	Average fitness:	332.5541768707483	Fitness standard deviation:	41.9160881256243	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2224	Best fitness:	125.8421768707483	Average fitness:	328.9907482993198	Fitness standard deviation:	49.31604482874737	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2240	Best fitness:	125.8421768707483	Average fitness:	332.3341768707482	Fitness standard deviation:	45.67855774913232	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2256	Best fitness:	125.8421768707483	Average fitness:	327.4698911564626	Fitness standard deviation:	44.45338442706482	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2272	Best fitness:	125.8421768707483	Average fitness:	336.84674829931987	Fitness standard deviation:	45.69735592226004	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2288	Best fitness:	125.8421768707483	Average fitness:	331.52303401360535	Fitness standard deviation:	46.16638269015538	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2304	Best fitness:	125.8421768707483	Average fitness:	335.68617687074817	Fitness standard deviation:	47.247743998836526	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2320	Best fitness:	125.8421768707483	Average fitness:	330.57531972789127	Fitness standard deviation:	40.12629942609526	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2336	Best fitness:	125.8421768707483	Average fitness:	328.0473197278913	Fitness standard deviation:	41.636023527513686	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2352	Best fitness:	125.8421768707483	Average fitness:	332.19760544217684	Fitness standard deviation:	44.903287152069666	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2368	Best fitness:	125.8421768707483	Average fitness:	332.390462585034	Fitness standard deviation:	41.02437198862677	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	A12	N5	E4	A11	N7	A6	A14	E5	A8	A13	N9	A16	
Generation:	2384	Best fitness:	124.8421768707483	Average fitness:	327.49789115646246	Fitness standard deviation:	42.691556948580335	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2400	Best fitness:	124.8421768707483	Average fitness:	337.364462585034	Fitness standard deviation:	43.36161061094837	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2416	Best fitness:	124.8421768707483	Average fitness:	332.25331972789115	Fitness standard deviation:	47.86119998069246	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2432	Best fitness:	124.8421768707483	Average fitness:	336.3827482993197	Fitness standard deviation:	45.836679133191836	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2448	Best fitness:	124.8421768707483	Average fitness:	325.4570340136056	Fitness standard deviation:	48.86140223371509	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2464	Best fitness:	124.8421768707483	Average fitness:	330.55189115646266	Fitness standard deviation:	43.30740818372576	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2480	Best fitness:	124.8421768707483	Average fitness:	334.036462585034	Fitness standard deviation:	43.342635840851365	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2496	Best fitness:	124.8421768707483	Average fitness:	331.8101768707483	Fitness standard deviation:	41.98824000180265	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2512	Best fitness:	124.8421768707483	Average fitness:	324.7113197278911	Fitness standard deviation:	42.34468941090632	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2528	Best fitness:	124.8421768707483	Average fitness:	325.83789115646266	Fitness standard deviation:	44.54950438350943	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2544	Best fitness:	124.8421768707483	Average fitness:	329.74674829931973	Fitness standard deviation:	44.794087842400074	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2560	Best fitness:	124.8421768707483	Average fitness:	331.3647482993197	Fitness standard deviation:	47.387860547457784	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2576	Best fitness:	124.8421768707483	Average fitness:	327.7393197278912	Fitness standard deviation:	37.76487408009875	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	E5	A8	A13	N9	A16	
Generation:	2592	Best fitness:	110.8421768707483	Average fitness:	335.17074829931965	Fitness standard deviation:	43.009921494217764	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2608	Best fitness:	110.8421768707483	Average fitness:	327.76246258503403	Fitness standard deviation:	47.90870114741844	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2624	Best fitness:	110.8421768707483	Average fitness:	329.97931972789104	Fitness standard deviation:	38.23593907222227	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2640	Best fitness:	110.8421768707483	Average fitness:	323.9024625850341	Fitness standard deviation:	48.21840260010821	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2656	Best fitness:	110.8421768707483	Average fitness:	334.2527482993197	Fitness standard deviation:	42.35810360847288	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2672	Best fitness:	110.8421768707483	Average fitness:	329.02789115646266	Fitness standard deviation:	52.46335140663744	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2688	Best fitness:	110.8421768707483	Average fitness:	338.89160544217697	Fitness standard deviation:	48.65453476023272	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2704	Best fitness:	110.8421768707483	Average fitness:	331.0341768707484	Fitness standard deviation:	52.183011713681346	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2720	Best fitness:	110.8421768707483	Average fitness:	328.11331972789117	Fitness standard deviation:	41.83648451594685	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2736	Best fitness:	110.8421768707483	Average fitness:	337.6644625850342	Fitness standard deviation:	47.15467411722872	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2752	Best fitness:	110.8421768707483	Average fitness:	336.4324625850341	Fitness standard deviation:	42.64083895104528	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2768	Best fitness:	110.8421768707483	Average fitness:	331.3496054421768	Fitness standard deviation:	40.56463184920115	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	N9	A13	
Generation:	2784	Best fitness:	106.87074829931973	Average fitness:	335.40931972789105	Fitness standard deviation:	41.30883472733905	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2800	Best fitness:	106.87074829931973	Average fitness:	325.4761768707483	Fitness standard deviation:	49.12123805110647	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2816	Best fitness:	106.87074829931973	Average fitness:	328.0681768707483	Fitness standard deviation:	48.46262386370657	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2832	Best fitness:	106.87074829931973	Average fitness:	332.8416054421769	Fitness standard deviation:	48.20114013047358	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2848	Best fitness:	106.87074829931973	Average fitness:	333.6316054421768	Fitness standard deviation:	48.29604904700818	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2864	Best fitness:	106.87074829931973	Average fitness:	331.25131972789103	Fitness standard deviation:	54.14708266662316	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2880	Best fitness:	106.87074829931973	Average fitness:	330.37131972789126	Fitness standard deviation:	48.621940034666395	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2896	Best fitness:	106.87074829931973	Average fitness:	329.38989115646257	Fitness standard deviation:	38.5576364876039	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2912	Best fitness:	106.87074829931973	Average fitness:	330.29074829931966	Fitness standard deviation:	46.3032514395863	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2928	Best fitness:	106.87074829931973	Average fitness:	331.35160544217683	Fitness standard deviation:	49.31415445355814	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2944	Best fitness:	106.87074829931973	Average fitness:	331.6450340136055	Fitness standard deviation:	51.329286941854	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2960	Best fitness:	106.87074829931973	Average fitness:	330.44789115646245	Fitness standard deviation:	47.55803294880039	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2976	Best fitness:	106.87074829931973	Average fitness:	333.45474829931953	Fitness standard deviation:	49.42159592728669	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	2992	Best fitness:	106.87074829931973	Average fitness:	336.74046258503404	Fitness standard deviation:	46.43692501904588	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3008	Best fitness:	106.87074829931973	Average fitness:	325.4790340136054	Fitness standard deviation:	48.67236374547089	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3024	Best fitness:	106.87074829931973	Average fitness:	328.8467482993198	Fitness standard deviation:	43.84828476760777	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3040	Best fitness:	106.87074829931973	Average fitness:	328.4296054421769	Fitness standard deviation:	48.28295956977292	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3056	Best fitness:	106.87074829931973	Average fitness:	332.0656054421768	Fitness standard deviation:	48.949529756136975	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3072	Best fitness:	106.87074829931973	Average fitness:	329.92246258503405	Fitness standard deviation:	48.18428767444713	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3088	Best fitness:	106.87074829931973	Average fitness:	331.306462585034	Fitness standard deviation:	50.03673220133141	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3104	Best fitness:	106.87074829931973	Average fitness:	327.39760544217677	Fitness standard deviation:	47.774721062204314	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3120	Best fitness:	106.87074829931973	Average fitness:	328.37131972789115	Fitness standard deviation:	43.553067696729684	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3136	Best fitness:	106.87074829931973	Average fitness:	332.02703401360554	Fitness standard deviation:	50.80309864485008	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3152	Best fitness:	106.87074829931973	Average fitness:	335.2181768707484	Fitness standard deviation:	47.38575187904965	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3168	Best fitness:	106.87074829931973	Average fitness:	327.07731972789105	Fitness standard deviation:	43.86690814595569	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3184	Best fitness:	106.87074829931973	Average fitness:	329.23731972789113	Fitness standard deviation:	46.07956987735055	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3200	Best fitness:	106.87074829931973	Average fitness:	333.87474829931966	Fitness standard deviation:	50.103468130398696	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3216	Best fitness:	106.87074829931973	Average fitness:	330.2116054421769	Fitness standard deviation:	46.86187907335465	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3232	Best fitness:	106.87074829931973	Average fitness:	327.3458911564625	Fitness standard deviation:	51.43127812797919	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3248	Best fitness:	106.87074829931973	Average fitness:	336.62989115646246	Fitness standard deviation:	43.23867264760252	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3264	Best fitness:	106.87074829931973	Average fitness:	330.3953197278912	Fitness standard deviation:	41.64398136585886	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3280	Best fitness:	106.87074829931973	Average fitness:	335.4733197278909	Fitness standard deviation:	44.683947370072715	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3296	Best fitness:	106.87074829931973	Average fitness:	339.6641768707483	Fitness standard deviation:	45.783145433619104	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3312	Best fitness:	106.87074829931973	Average fitness:	329.91503401360546	Fitness standard deviation:	45.993742320592496	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
Generation:	3328	Best fitness:	106.87074829931973	Average fitness:	335.7907482993198	Fitness standard deviation:	48.080452305251356	Best genome:	A9	N3	A7	A10	N12	E3	N6	A15	A17	N5	E4	A11	N7	A6	A14	A12	A16	E5	A8	A13	N9	
