Generation:	16	Best fitness:	253.29931972789115	Average fitness:	323.53217687074834	Fitness standard deviation:	36.717844491222976	Best genome:	N9	A15	A11	A8	A17	E4	N6	N7	A6	A14	A12	A16	E3	A9	N5	A7	A13	E5	N12	A10	N3	
Generation:	1760	Best fitness:	127.87074829931973	Average fitness:	257.5536054421769	Fitness standard deviation:	55.36821964754489	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1776	Best fitness:	127.87074829931973	Average fitness:	258.4007482993197	Fitness standard deviation:	63.350796251620125	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1792	Best fitness:	127.87074829931973	Average fitness:	260.82503401360543	Fitness standard deviation:	57.482569070447575	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1808	Best fitness:	127.87074829931973	Average fitness:	280.7236054421769	Fitness standard deviation:	66.21236414225157	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1824	Best fitness:	127.87074829931973	Average fitness:	253.62217687074826	Fitness standard deviation:	52.07921838656089	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1840	Best fitness:	127.87074829931973	Average fitness:	278.75503401360544	Fitness standard deviation:	58.95426554992109	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1856	Best fitness:	127.87074829931973	Average fitness:	263.95074829931974	Fitness standard deviation:	58.52605601484745	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1872	Best fitness:	127.87074829931973	Average fitness:	248.47217687074826	Fitness standard deviation:	48.222394217641586	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1888	Best fitness:	127.87074829931973	Average fitness:	255.15931972789116	Fitness standard deviation:	50.91660400365784	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1904	Best fitness:	127.87074829931973	Average fitness:	268.39360544217686	Fitness standard deviation:	46.63676407369304	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1920	Best fitness:	127.87074829931973	Average fitness:	255.68360544217686	Fitness standard deviation:	50.30647580742727	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1936	Best fitness:	127.87074829931973	Average fitness:	251.32789115646256	Fitness standard deviation:	58.48787908618333	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1952	Best fitness:	127.87074829931973	Average fitness:	272.616462585034	Fitness standard deviation:	50.969585088380235	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1968	Best fitness:	127.87074829931973	Average fitness:	267.7307482993197	Fitness standard deviation:	58.8035039217	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	1984	Best fitness:	127.87074829931973	Average fitness:	271.9950340136054	Fitness standard deviation:	49.405692702648864	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2000	Best fitness:	127.87074829931973	Average fitness:	278.4878911564625	Fitness standard deviation:	50.52887911372858	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2016	Best fitness:	127.87074829931973	Average fitness:	262.4221768707482	Fitness standard deviation:	60.88110601317748	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2032	Best fitness:	127.87074829931973	Average fitness:	262.00503401360544	Fitness standard deviation:	54.59576353453048	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2048	Best fitness:	127.87074829931973	Average fitness:	266.5536054421769	Fitness standard deviation:	58.068484479930405	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2064	Best fitness:	127.87074829931973	Average fitness:	280.2636054421769	Fitness standard deviation:	44.32594658680541	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2080	Best fitness:	127.87074829931973	Average fitness:	261.276462585034	Fitness standard deviation:	75.80150480440507	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2096	Best fitness:	127.87074829931973	Average fitness:	276.94646258503406	Fitness standard deviation:	65.26434365762996	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2112	Best fitness:	127.87074829931973	Average fitness:	263.076462585034	Fitness standard deviation:	70.22955979776431	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2128	Best fitness:	127.87074829931973	Average fitness:	269.136462585034	Fitness standard deviation:	49.692749933147866	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2144	Best fitness:	127.87074829931973	Average fitness:	252.1550340136054	Fitness standard deviation:	55.06678874284373	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2160	Best fitness:	127.87074829931973	Average fitness:	257.2307482993197	Fitness standard deviation:	58.937640098736246	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2176	Best fitness:	127.87074829931973	Average fitness:	269.8878911564626	Fitness standard deviation:	65.52093443304659	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2192	Best fitness:	127.87074829931973	Average fitness:	256.5278911564626	Fitness standard deviation:	50.00348804160097	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2208	Best fitness:	127.87074829931973	Average fitness:	273.83931972789117	Fitness standard deviation:	68.65909330800655	Best genome:	A9	N5	A7	A11	A8	A13	A16	E5	E3	E4	N3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	
Generation:	2224	Best fitness:	127.78503401360544	Average fitness:	260.75503401360544	Fitness standard deviation:	56.13152301078428	Best genome:	A13	E4	N3	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	
Generation:	2240	Best fitness:	122.78503401360544	Average fitness:	276.37931972789113	Fitness standard deviation:	55.49187960450444	Best genome:	A13	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	
Generation:	2256	Best fitness:	122.78503401360544	Average fitness:	271.4736054421768	Fitness standard deviation:	52.25925786550227	Best genome:	A13	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	
Generation:	2272	Best fitness:	122.78503401360544	Average fitness:	256.8750340136054	Fitness standard deviation:	60.41805533285627	Best genome:	A13	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	
Generation:	2288	Best fitness:	122.78503401360544	Average fitness:	272.0050340136055	Fitness standard deviation:	68.61624553282122	Best genome:	A13	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	
Generation:	2304	Best fitness:	122.78503401360544	Average fitness:	274.546462585034	Fitness standard deviation:	67.43049892826157	Best genome:	A13	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	
Generation:	2320	Best fitness:	122.75646258503401	Average fitness:	261.6493197278911	Fitness standard deviation:	50.1209694801752	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2336	Best fitness:	122.75646258503401	Average fitness:	276.8393197278911	Fitness standard deviation:	60.433379680370656	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2352	Best fitness:	122.75646258503401	Average fitness:	272.30503401360545	Fitness standard deviation:	63.73832000244982	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2368	Best fitness:	122.75646258503401	Average fitness:	255.04646258503408	Fitness standard deviation:	51.06346613254322	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2384	Best fitness:	122.75646258503401	Average fitness:	260.5350340136054	Fitness standard deviation:	49.77030331268571	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2400	Best fitness:	122.75646258503401	Average fitness:	266.36217687074827	Fitness standard deviation:	58.833251461660865	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2416	Best fitness:	122.75646258503401	Average fitness:	255.71646258503398	Fitness standard deviation:	62.67465549020853	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2432	Best fitness:	122.75646258503401	Average fitness:	277.4978911564626	Fitness standard deviation:	64.85114413731162	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2448	Best fitness:	122.75646258503401	Average fitness:	265.46931972789105	Fitness standard deviation:	52.37868586221939	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2464	Best fitness:	122.75646258503401	Average fitness:	261.99217687074827	Fitness standard deviation:	55.98798841661286	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2480	Best fitness:	122.75646258503401	Average fitness:	271.9050340136054	Fitness standard deviation:	54.595076103013895	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2496	Best fitness:	122.75646258503401	Average fitness:	269.17646258503396	Fitness standard deviation:	50.32762547263963	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2512	Best fitness:	122.75646258503401	Average fitness:	264.5793197278911	Fitness standard deviation:	48.23187412523645	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2528	Best fitness:	122.75646258503401	Average fitness:	259.58217687074836	Fitness standard deviation:	57.69269320268896	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2544	Best fitness:	122.75646258503401	Average fitness:	275.0207482993197	Fitness standard deviation:	49.96222971364653	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2560	Best fitness:	122.75646258503401	Average fitness:	280.426462585034	Fitness standard deviation:	61.67090835016697	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2576	Best fitness:	122.75646258503401	Average fitness:	260.6836054421768	Fitness standard deviation:	55.0189477380664	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2592	Best fitness:	122.75646258503401	Average fitness:	276.5121768707483	Fitness standard deviation:	68.03210795091461	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2608	Best fitness:	122.75646258503401	Average fitness:	263.4107482993197	Fitness standard deviation:	48.450627004641106	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2624	Best fitness:	122.75646258503401	Average fitness:	258.72931972789115	Fitness standard deviation:	61.10437539028393	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2640	Best fitness:	122.75646258503401	Average fitness:	246.1807482993197	Fitness standard deviation:	63.70940742054937	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2656	Best fitness:	122.75646258503401	Average fitness:	273.0607482993197	Fitness standard deviation:	51.21504902798371	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2672	Best fitness:	122.75646258503401	Average fitness:	268.34646258503403	Fitness standard deviation:	53.121479782529725	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2688	Best fitness:	122.75646258503401	Average fitness:	279.31217687074826	Fitness standard deviation:	62.73944661235458	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2704	Best fitness:	122.75646258503401	Average fitness:	267.9121768707483	Fitness standard deviation:	61.52839495480348	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2720	Best fitness:	122.75646258503401	Average fitness:	277.2321768707483	Fitness standard deviation:	49.66492070847986	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2736	Best fitness:	122.75646258503401	Average fitness:	277.69360544217693	Fitness standard deviation:	64.73072109177546	Best genome:	N3	E4	A11	A8	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	
Generation:	2752	Best fitness:	122.6421768707483	Average fitness:	261.83074829931985	Fitness standard deviation:	57.02603587263399	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	N3	E4	A11	A8	
Generation:	2768	Best fitness:	122.6421768707483	Average fitness:	264.71360544217686	Fitness standard deviation:	59.60525281605059	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	N9	A9	N5	A7	A13	N3	E4	A11	A8	
Generation:	2784	Best fitness:	113.69931972789115	Average fitness:	265.89789115646255	Fitness standard deviation:	45.24386662683616	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N5	N3	E4	A11	A8	
Generation:	2800	Best fitness:	113.69931972789115	Average fitness:	269.59931972789116	Fitness standard deviation:	54.930737464258996	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N5	N3	E4	A11	A8	
Generation:	2816	Best fitness:	113.69931972789115	Average fitness:	263.2593197278912	Fitness standard deviation:	49.93057253296208	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N5	N3	E4	A11	A8	
Generation:	2832	Best fitness:	113.69931972789115	Average fitness:	263.7221768707483	Fitness standard deviation:	76.79277580818739	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N5	N3	E4	A11	A8	
Generation:	2848	Best fitness:	113.69931972789115	Average fitness:	254.06074829931973	Fitness standard deviation:	62.85559756217388	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N5	N3	E4	A11	A8	
Generation:	2864	Best fitness:	103.69931972789115	Average fitness:	274.84217687074823	Fitness standard deviation:	64.87482955818906	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2880	Best fitness:	103.69931972789115	Average fitness:	250.29217687074828	Fitness standard deviation:	58.57707699245151	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2896	Best fitness:	103.69931972789115	Average fitness:	259.16360544217684	Fitness standard deviation:	60.71782771180814	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2912	Best fitness:	103.69931972789115	Average fitness:	251.67074829931965	Fitness standard deviation:	74.527138462086	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2928	Best fitness:	103.69931972789115	Average fitness:	251.89503401360534	Fitness standard deviation:	68.15265594417357	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2944	Best fitness:	103.69931972789115	Average fitness:	252.17789115646255	Fitness standard deviation:	73.13597616907894	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2960	Best fitness:	103.69931972789115	Average fitness:	272.72074829931967	Fitness standard deviation:	78.26452052794669	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2976	Best fitness:	103.69931972789115	Average fitness:	260.7264625850339	Fitness standard deviation:	56.09333655722798	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	2992	Best fitness:	103.69931972789115	Average fitness:	258.076462585034	Fitness standard deviation:	58.594859842822395	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	A13	N9	A9	N3	E4	N5	A11	A8	
Generation:	3008	Best fitness:	103.67074829931973	Average fitness:	269.53503401360547	Fitness standard deviation:	71.88383933223696	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3024	Best fitness:	103.67074829931973	Average fitness:	247.3707482993197	Fitness standard deviation:	62.66802947570115	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3040	Best fitness:	103.67074829931973	Average fitness:	258.636462585034	Fitness standard deviation:	60.984640823132935	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3056	Best fitness:	103.67074829931973	Average fitness:	272.96789115646254	Fitness standard deviation:	62.1915490026333	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3072	Best fitness:	103.67074829931973	Average fitness:	269.8350340136054	Fitness standard deviation:	60.90003778357462	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3088	Best fitness:	103.67074829931973	Average fitness:	255.2793197278912	Fitness standard deviation:	55.6857642013996	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3104	Best fitness:	103.67074829931973	Average fitness:	250.79217687074828	Fitness standard deviation:	50.06881702991903	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3120	Best fitness:	103.67074829931973	Average fitness:	263.83360544217686	Fitness standard deviation:	66.57280078291458	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3136	Best fitness:	103.67074829931973	Average fitness:	244.80360544217683	Fitness standard deviation:	62.31379463682835	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3152	Best fitness:	103.67074829931973	Average fitness:	260.9507482993197	Fitness standard deviation:	63.98146581117799	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3168	Best fitness:	103.67074829931973	Average fitness:	253.98217687074825	Fitness standard deviation:	51.66967207409873	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3184	Best fitness:	103.67074829931973	Average fitness:	248.9150340136054	Fitness standard deviation:	65.68207749517089	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3200	Best fitness:	103.67074829931973	Average fitness:	262.61217687074827	Fitness standard deviation:	82.5671108485549	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3216	Best fitness:	103.67074829931973	Average fitness:	243.6521768707483	Fitness standard deviation:	57.77372277131831	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3232	Best fitness:	103.67074829931973	Average fitness:	253.26360544217687	Fitness standard deviation:	52.171498102754484	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3248	Best fitness:	103.67074829931973	Average fitness:	245.50360544217688	Fitness standard deviation:	62.45815531462743	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3264	Best fitness:	103.67074829931973	Average fitness:	254.62360544217685	Fitness standard deviation:	59.22506658708708	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3280	Best fitness:	103.67074829931973	Average fitness:	234.46217687074832	Fitness standard deviation:	67.68665204681143	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3296	Best fitness:	103.67074829931973	Average fitness:	251.64503401360543	Fitness standard deviation:	60.576082637911654	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3312	Best fitness:	103.67074829931973	Average fitness:	238.06931972789113	Fitness standard deviation:	62.08703336643569	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
Generation:	3328	Best fitness:	103.67074829931973	Average fitness:	267.1107482993197	Fitness standard deviation:	62.36423844427746	Best genome:	A16	E5	E3	N6	N7	A10	N12	A15	A6	A14	A17	A12	A7	N9	A13	A9	N3	E4	N5	A11	A8	
