Generation:	16	Best fitness:	236.52789115646257	Average fitness:	343.78517687074816	Fitness standard deviation:	31.348917306760733	Best genome:	E3	A11	A10	N12	N5	A7	A17	E5	N9	N3	A13	A9	E4	A6	A12	N6	N7	A15	A14	A8	A16	
Generation:	1760	Best fitness:	168.52789115646257	Average fitness:	342.41174829932004	Fitness standard deviation:	35.49264667476339	Best genome:	A9	E3	A15	A14	A17	A13	N12	A8	N9	A16	E5	N6	N5	A11	N7	E4	N3	A7	A10	A6	A12	
Generation:	1776	Best fitness:	168.52789115646257	Average fitness:	344.19017687074876	Fitness standard deviation:	34.9761879067716	Best genome:	A9	E3	A15	A14	A17	A13	N12	A8	N9	A16	E5	N6	N5	A11	N7	E4	N3	A7	A10	A6	A12	
Generation:	1792	Best fitness:	160.49931972789116	Average fitness:	340.73203401360576	Fitness standard deviation:	36.716737705502844	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1808	Best fitness:	160.49931972789116	Average fitness:	343.19431972789135	Fitness standard deviation:	33.432461182423964	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1824	Best fitness:	160.49931972789116	Average fitness:	338.2398911564624	Fitness standard deviation:	36.73534986180733	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1840	Best fitness:	160.49931972789116	Average fitness:	339.5640340136057	Fitness standard deviation:	37.70227627811112	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1856	Best fitness:	160.49931972789116	Average fitness:	340.03617687074853	Fitness standard deviation:	35.15268777600868	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1872	Best fitness:	160.49931972789116	Average fitness:	343.5293197278914	Fitness standard deviation:	36.11882077651088	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1888	Best fitness:	160.49931972789116	Average fitness:	339.9636054421771	Fitness standard deviation:	37.44433841840227	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1904	Best fitness:	160.49931972789116	Average fitness:	340.8597482993199	Fitness standard deviation:	36.403888968916824	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1920	Best fitness:	160.49931972789116	Average fitness:	343.8223197278913	Fitness standard deviation:	35.64301794381133	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1936	Best fitness:	160.49931972789116	Average fitness:	339.6824625850342	Fitness standard deviation:	37.60967593585459	Best genome:	A9	E3	A15	A14	A17	A13	A8	N9	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1952	Best fitness:	156.47074829931972	Average fitness:	342.1368911564628	Fitness standard deviation:	36.572138450420624	Best genome:	A9	E3	A15	A14	A17	A13	N9	A8	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1968	Best fitness:	156.47074829931972	Average fitness:	342.20260544217723	Fitness standard deviation:	39.16607524923286	Best genome:	A9	E3	A15	A14	A17	A13	N9	A8	A16	E5	N6	N5	E4	N3	A11	N12	N7	A7	A10	A6	A12	
Generation:	1984	Best fitness:	148.47074829931972	Average fitness:	337.14831972789136	Fitness standard deviation:	39.721757814804214	Best genome:	A9	E3	A15	A14	A17	A13	N9	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2000	Best fitness:	148.47074829931972	Average fitness:	339.4086054421771	Fitness standard deviation:	37.322639782123154	Best genome:	A9	E3	A15	A14	A17	A13	N9	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2016	Best fitness:	148.4421768707483	Average fitness:	338.6410340136056	Fitness standard deviation:	37.723397366859196	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2032	Best fitness:	148.4421768707483	Average fitness:	344.25131972789126	Fitness standard deviation:	37.29290075899712	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2048	Best fitness:	148.4421768707483	Average fitness:	338.1323197278913	Fitness standard deviation:	36.03909069245193	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2064	Best fitness:	148.4421768707483	Average fitness:	338.0570340136057	Fitness standard deviation:	38.63583162541936	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2080	Best fitness:	148.4421768707483	Average fitness:	338.25760544217724	Fitness standard deviation:	36.94571272136723	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2096	Best fitness:	148.4421768707483	Average fitness:	338.32703401360544	Fitness standard deviation:	37.938090375058714	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2112	Best fitness:	148.4421768707483	Average fitness:	342.1591768707483	Fitness standard deviation:	36.15077164586997	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2128	Best fitness:	148.4421768707483	Average fitness:	342.6143197278914	Fitness standard deviation:	38.49376429093047	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2144	Best fitness:	148.4421768707483	Average fitness:	340.61903401360564	Fitness standard deviation:	39.874883751605864	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2160	Best fitness:	148.4421768707483	Average fitness:	338.3756054421771	Fitness standard deviation:	33.889074045678335	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2176	Best fitness:	148.4421768707483	Average fitness:	336.80146258503396	Fitness standard deviation:	41.546293671724094	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2192	Best fitness:	148.4421768707483	Average fitness:	336.8701768707485	Fitness standard deviation:	38.2499765996994	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2208	Best fitness:	148.4421768707483	Average fitness:	339.6938911564627	Fitness standard deviation:	37.64468224255396	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2224	Best fitness:	148.4421768707483	Average fitness:	333.51646258503416	Fitness standard deviation:	37.84141193379095	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2240	Best fitness:	148.4421768707483	Average fitness:	336.6008911564626	Fitness standard deviation:	38.17354556763207	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2256	Best fitness:	148.4421768707483	Average fitness:	338.0993197278912	Fitness standard deviation:	38.192352263621714	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2272	Best fitness:	148.4421768707483	Average fitness:	335.9538911564627	Fitness standard deviation:	38.047001135813204	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A11	N12	A7	N7	A10	A6	A12	
Generation:	2288	Best fitness:	147.4421768707483	Average fitness:	344.7023197278915	Fitness standard deviation:	38.92780774060872	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2304	Best fitness:	147.4421768707483	Average fitness:	342.15974829932	Fitness standard deviation:	39.204300594736395	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2320	Best fitness:	147.4421768707483	Average fitness:	338.68989115646275	Fitness standard deviation:	36.340269798960286	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2336	Best fitness:	147.4421768707483	Average fitness:	334.95089115646283	Fitness standard deviation:	36.44012340057289	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2352	Best fitness:	147.4421768707483	Average fitness:	341.40074829931996	Fitness standard deviation:	34.03506484165279	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2368	Best fitness:	147.4421768707483	Average fitness:	339.981605442177	Fitness standard deviation:	38.49060257003106	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2384	Best fitness:	147.4421768707483	Average fitness:	339.6831768707484	Fitness standard deviation:	39.86606552225201	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2400	Best fitness:	147.4421768707483	Average fitness:	340.0317482993199	Fitness standard deviation:	38.077492969426636	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2416	Best fitness:	147.4421768707483	Average fitness:	343.9466054421773	Fitness standard deviation:	38.07980155555179	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2432	Best fitness:	147.4421768707483	Average fitness:	339.9448911564629	Fitness standard deviation:	36.66788386201701	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2448	Best fitness:	147.4421768707483	Average fitness:	340.89689115646274	Fitness standard deviation:	37.53742010830998	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2464	Best fitness:	147.4421768707483	Average fitness:	338.80231972789136	Fitness standard deviation:	41.382433510426836	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2480	Best fitness:	147.4421768707483	Average fitness:	343.98089115646275	Fitness standard deviation:	38.26391217156799	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2496	Best fitness:	147.4421768707483	Average fitness:	343.5568911564628	Fitness standard deviation:	37.312404073920376	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2512	Best fitness:	147.4421768707483	Average fitness:	335.14603401360563	Fitness standard deviation:	37.69561596092402	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2528	Best fitness:	147.4421768707483	Average fitness:	343.14474829931993	Fitness standard deviation:	36.788993716788134	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2544	Best fitness:	147.4421768707483	Average fitness:	340.1058911564626	Fitness standard deviation:	37.576040750044164	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2560	Best fitness:	147.4421768707483	Average fitness:	340.22403401360566	Fitness standard deviation:	41.14909200550543	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2576	Best fitness:	147.4421768707483	Average fitness:	338.9183197278911	Fitness standard deviation:	36.5746704229993	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2592	Best fitness:	147.4421768707483	Average fitness:	337.7150340136054	Fitness standard deviation:	37.38010032089266	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2608	Best fitness:	147.4421768707483	Average fitness:	337.9121768707484	Fitness standard deviation:	35.6200564633042	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2624	Best fitness:	147.4421768707483	Average fitness:	341.77917687074876	Fitness standard deviation:	40.86139910872422	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2640	Best fitness:	147.4421768707483	Average fitness:	339.1024625850342	Fitness standard deviation:	38.79507709038584	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2656	Best fitness:	147.4421768707483	Average fitness:	341.74974829931983	Fitness standard deviation:	37.46986086557722	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2672	Best fitness:	147.4421768707483	Average fitness:	340.22946258503396	Fitness standard deviation:	36.470647151552726	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2688	Best fitness:	147.4421768707483	Average fitness:	339.5848911564627	Fitness standard deviation:	37.95180429122157	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2704	Best fitness:	147.4421768707483	Average fitness:	337.9496054421771	Fitness standard deviation:	37.16582336568073	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2720	Best fitness:	147.4421768707483	Average fitness:	338.21317687074855	Fitness standard deviation:	35.74478782926518	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2736	Best fitness:	147.4421768707483	Average fitness:	342.4593197278914	Fitness standard deviation:	36.78251902905032	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2752	Best fitness:	147.4421768707483	Average fitness:	344.4998911564628	Fitness standard deviation:	37.28068635612378	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2768	Best fitness:	147.4421768707483	Average fitness:	342.1971768707484	Fitness standard deviation:	34.410722870486	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2784	Best fitness:	147.4421768707483	Average fitness:	341.3811768707485	Fitness standard deviation:	36.28547037910151	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2800	Best fitness:	147.4421768707483	Average fitness:	337.9427482993199	Fitness standard deviation:	39.158244312438896	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2816	Best fitness:	147.4421768707483	Average fitness:	337.5280340136056	Fitness standard deviation:	41.07151339096831	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2832	Best fitness:	147.4421768707483	Average fitness:	336.356605442177	Fitness standard deviation:	37.939287428625185	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2848	Best fitness:	147.4421768707483	Average fitness:	336.10603401360555	Fitness standard deviation:	34.90915323247132	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2864	Best fitness:	147.4421768707483	Average fitness:	344.4098911564629	Fitness standard deviation:	36.27035392657733	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2880	Best fitness:	147.4421768707483	Average fitness:	340.018605442177	Fitness standard deviation:	37.24270046955922	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2896	Best fitness:	147.4421768707483	Average fitness:	339.54403401360565	Fitness standard deviation:	38.089787648156204	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2912	Best fitness:	147.4421768707483	Average fitness:	343.737605442177	Fitness standard deviation:	37.16111610986155	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2928	Best fitness:	147.4421768707483	Average fitness:	340.6580340136056	Fitness standard deviation:	35.64099241586512	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2944	Best fitness:	147.4421768707483	Average fitness:	337.65589115646253	Fitness standard deviation:	36.36542122536132	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2960	Best fitness:	147.4421768707483	Average fitness:	341.7914625850342	Fitness standard deviation:	40.82413586198183	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2976	Best fitness:	147.4421768707483	Average fitness:	342.19017687074853	Fitness standard deviation:	40.30865099429143	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	2992	Best fitness:	147.4421768707483	Average fitness:	341.8574625850342	Fitness standard deviation:	38.85042072921135	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3008	Best fitness:	147.4421768707483	Average fitness:	335.5354625850343	Fitness standard deviation:	40.7660877949067	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3024	Best fitness:	147.4421768707483	Average fitness:	342.0054625850342	Fitness standard deviation:	38.850390734515	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3040	Best fitness:	147.4421768707483	Average fitness:	333.62989115646246	Fitness standard deviation:	36.81905346475947	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3056	Best fitness:	147.4421768707483	Average fitness:	339.6998911564627	Fitness standard deviation:	39.27094890940246	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3072	Best fitness:	147.4421768707483	Average fitness:	338.1806054421771	Fitness standard deviation:	37.61790326020147	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3088	Best fitness:	147.4421768707483	Average fitness:	339.6736054421771	Fitness standard deviation:	36.50911566349714	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3104	Best fitness:	147.4421768707483	Average fitness:	342.40746258503407	Fitness standard deviation:	41.835417850848614	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3120	Best fitness:	147.4421768707483	Average fitness:	340.2151768707484	Fitness standard deviation:	33.89936345167224	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3136	Best fitness:	147.4421768707483	Average fitness:	341.2453197278912	Fitness standard deviation:	34.5496223778058	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3152	Best fitness:	147.4421768707483	Average fitness:	341.9581768707485	Fitness standard deviation:	36.95181094012988	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3168	Best fitness:	147.4421768707483	Average fitness:	341.6810340136056	Fitness standard deviation:	38.916235952808876	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3184	Best fitness:	147.4421768707483	Average fitness:	341.41546258503405	Fitness standard deviation:	37.50537986742701	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3200	Best fitness:	147.4421768707483	Average fitness:	342.5360340136057	Fitness standard deviation:	41.16369228173423	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3216	Best fitness:	147.4421768707483	Average fitness:	341.44789115646296	Fitness standard deviation:	37.42097981897648	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3232	Best fitness:	147.4421768707483	Average fitness:	336.93774829931994	Fitness standard deviation:	38.79463865730702	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3248	Best fitness:	147.4421768707483	Average fitness:	339.92760544217714	Fitness standard deviation:	39.90909200180031	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3264	Best fitness:	147.4421768707483	Average fitness:	346.8293197278914	Fitness standard deviation:	35.91511645249001	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3280	Best fitness:	147.4421768707483	Average fitness:	341.2888911564628	Fitness standard deviation:	37.956048608077936	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3296	Best fitness:	147.4421768707483	Average fitness:	342.11274829932	Fitness standard deviation:	39.77255888274769	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3312	Best fitness:	147.4421768707483	Average fitness:	345.15246258503413	Fitness standard deviation:	35.822841993479464	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
Generation:	3328	Best fitness:	147.4421768707483	Average fitness:	344.61560544217724	Fitness standard deviation:	37.40319734341176	Best genome:	A9	E3	A15	A14	A17	N9	A13	A8	A16	E5	N6	N5	E4	N3	A7	A11	N12	N7	A10	A6	A12	
