Generation:	16	Best fitness:	252.61360544217686	Average fitness:	337.20789115646255	Fitness standard deviation:	31.199601253338912	Best genome:	A16	A9	N6	N12	E5	A15	A11	N3	N5	E4	E3	N9	A17	A6	A12	A13	N7	A14	A7	A10	A8	
Generation:	1760	Best fitness:	151.7278911564626	Average fitness:	319.4301768707484	Fitness standard deviation:	48.60914135578758	Best genome:	A15	N12	N7	A10	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1776	Best fitness:	151.7278911564626	Average fitness:	318.8621768707484	Fitness standard deviation:	46.936300472457525	Best genome:	A15	N12	N7	A10	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1792	Best fitness:	151.7278911564626	Average fitness:	308.42789115646264	Fitness standard deviation:	45.34892325972389	Best genome:	A15	N12	N7	A10	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1808	Best fitness:	151.7278911564626	Average fitness:	318.1341768707484	Fitness standard deviation:	51.4348076504697	Best genome:	A15	N12	N7	A10	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1824	Best fitness:	151.7278911564626	Average fitness:	314.7073197278911	Fitness standard deviation:	51.425769460178515	Best genome:	A15	N12	N7	A10	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1840	Best fitness:	148.7278911564626	Average fitness:	317.70331972789126	Fitness standard deviation:	48.825878387659664	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1856	Best fitness:	148.7278911564626	Average fitness:	312.8290340136053	Fitness standard deviation:	46.82349461193034	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1872	Best fitness:	148.7278911564626	Average fitness:	318.8393197278911	Fitness standard deviation:	40.51227166059737	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1888	Best fitness:	148.7278911564626	Average fitness:	308.1936054421769	Fitness standard deviation:	48.39119442583726	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1904	Best fitness:	148.7278911564626	Average fitness:	311.5764625850341	Fitness standard deviation:	43.57658095999806	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1920	Best fitness:	148.7278911564626	Average fitness:	315.31189115646254	Fitness standard deviation:	51.26978348990797	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1936	Best fitness:	148.7278911564626	Average fitness:	327.952462585034	Fitness standard deviation:	55.64675027935648	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1952	Best fitness:	148.7278911564626	Average fitness:	309.32617687074827	Fitness standard deviation:	51.11122163138993	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1968	Best fitness:	148.7278911564626	Average fitness:	316.55131972789127	Fitness standard deviation:	49.10073899107209	Best genome:	A15	N6	N12	E3	N7	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	A6	A14	A17	A12	
Generation:	1984	Best fitness:	148.69931972789115	Average fitness:	302.6238911564626	Fitness standard deviation:	58.94578311690587	Best genome:	A15	N6	N12	E3	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2000	Best fitness:	148.69931972789115	Average fitness:	306.1216054421769	Fitness standard deviation:	48.597264150760346	Best genome:	A15	N6	N12	E3	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2016	Best fitness:	148.69931972789115	Average fitness:	322.11246258503405	Fitness standard deviation:	49.282902183956956	Best genome:	A15	N6	N12	E3	A10	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2032	Best fitness:	140.69931972789115	Average fitness:	320.5113197278912	Fitness standard deviation:	59.4231338418956	Best genome:	A15	A10	N6	E3	N12	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2048	Best fitness:	140.69931972789115	Average fitness:	308.24903401360535	Fitness standard deviation:	45.76652820566576	Best genome:	A15	A10	N6	E3	N12	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2064	Best fitness:	140.69931972789115	Average fitness:	320.0913197278912	Fitness standard deviation:	41.83532929016247	Best genome:	A15	A10	N6	E3	N12	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2080	Best fitness:	140.69931972789115	Average fitness:	307.14217687074836	Fitness standard deviation:	38.10344255699054	Best genome:	A15	A10	N6	E3	N12	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2096	Best fitness:	140.69931972789115	Average fitness:	314.5650340136055	Fitness standard deviation:	47.84522435810654	Best genome:	A15	A10	N6	E3	N12	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2112	Best fitness:	137.69931972789115	Average fitness:	319.08103401360546	Fitness standard deviation:	48.89526591499386	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2128	Best fitness:	137.69931972789115	Average fitness:	321.4307482993199	Fitness standard deviation:	53.31474597872065	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2144	Best fitness:	137.69931972789115	Average fitness:	306.333605442177	Fitness standard deviation:	45.461010879698684	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2160	Best fitness:	137.69931972789115	Average fitness:	318.5198911564626	Fitness standard deviation:	43.75702338120903	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2176	Best fitness:	137.69931972789115	Average fitness:	315.01474829931976	Fitness standard deviation:	53.01056096858513	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2192	Best fitness:	137.69931972789115	Average fitness:	317.77246258503396	Fitness standard deviation:	51.2651365513899	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2208	Best fitness:	137.69931972789115	Average fitness:	323.0936054421769	Fitness standard deviation:	51.58149644504514	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2224	Best fitness:	137.69931972789115	Average fitness:	320.5741768707484	Fitness standard deviation:	51.25633599938287	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2240	Best fitness:	137.69931972789115	Average fitness:	314.5667482993197	Fitness standard deviation:	51.44504204825707	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2256	Best fitness:	137.69931972789115	Average fitness:	314.93874829931985	Fitness standard deviation:	42.49014671470004	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2272	Best fitness:	137.69931972789115	Average fitness:	311.440462585034	Fitness standard deviation:	48.90885130359059	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2288	Best fitness:	137.69931972789115	Average fitness:	320.04731972789114	Fitness standard deviation:	52.67100497795496	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2304	Best fitness:	137.69931972789115	Average fitness:	313.89989115646256	Fitness standard deviation:	55.84541944638663	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2320	Best fitness:	137.69931972789115	Average fitness:	317.71817687074844	Fitness standard deviation:	55.551584737585515	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2336	Best fitness:	137.69931972789115	Average fitness:	316.5781768707484	Fitness standard deviation:	49.30365571907733	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2352	Best fitness:	137.69931972789115	Average fitness:	325.15589115646276	Fitness standard deviation:	47.1860845935039	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2368	Best fitness:	137.69931972789115	Average fitness:	304.5124625850341	Fitness standard deviation:	45.24908738193467	Best genome:	A15	A10	N12	N6	E3	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2384	Best fitness:	134.69931972789115	Average fitness:	315.77703401360543	Fitness standard deviation:	44.857216756991	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2400	Best fitness:	134.69931972789115	Average fitness:	308.87531972789105	Fitness standard deviation:	42.83761473570742	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2416	Best fitness:	134.69931972789115	Average fitness:	313.98503401360557	Fitness standard deviation:	47.742726852861466	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2432	Best fitness:	134.69931972789115	Average fitness:	322.3238911564626	Fitness standard deviation:	54.69365877805774	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2448	Best fitness:	134.69931972789115	Average fitness:	318.9427482993199	Fitness standard deviation:	47.53067125422857	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2464	Best fitness:	134.69931972789115	Average fitness:	315.96446258503397	Fitness standard deviation:	50.05877102374931	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2480	Best fitness:	134.69931972789115	Average fitness:	325.1873197278912	Fitness standard deviation:	56.33641337826301	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2496	Best fitness:	134.69931972789115	Average fitness:	322.2073197278913	Fitness standard deviation:	46.77054691201483	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2512	Best fitness:	134.69931972789115	Average fitness:	319.040462585034	Fitness standard deviation:	45.846963324093956	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2528	Best fitness:	134.69931972789115	Average fitness:	315.3358911564626	Fitness standard deviation:	52.39198942976076	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2544	Best fitness:	134.69931972789115	Average fitness:	315.57131972789125	Fitness standard deviation:	41.52298374714065	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2560	Best fitness:	134.69931972789115	Average fitness:	309.4987482993197	Fitness standard deviation:	51.355219591248044	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2576	Best fitness:	134.69931972789115	Average fitness:	316.1758911564625	Fitness standard deviation:	46.93121442959616	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2592	Best fitness:	134.69931972789115	Average fitness:	319.80446258503406	Fitness standard deviation:	48.76177205934324	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2608	Best fitness:	134.69931972789115	Average fitness:	318.63189115646264	Fitness standard deviation:	50.27571418748046	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2624	Best fitness:	134.69931972789115	Average fitness:	321.5553197278912	Fitness standard deviation:	53.74146697070397	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2640	Best fitness:	134.69931972789115	Average fitness:	313.6810340136055	Fitness standard deviation:	53.53433802023992	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2656	Best fitness:	134.69931972789115	Average fitness:	316.7587482993197	Fitness standard deviation:	44.32393588947956	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2672	Best fitness:	134.69931972789115	Average fitness:	321.3050340136055	Fitness standard deviation:	50.303773056038935	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2688	Best fitness:	134.69931972789115	Average fitness:	316.7250340136054	Fitness standard deviation:	52.543041792575416	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2704	Best fitness:	134.69931972789115	Average fitness:	323.6318911564627	Fitness standard deviation:	47.862581442786244	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2720	Best fitness:	134.69931972789115	Average fitness:	307.82274829931987	Fitness standard deviation:	54.825317387245875	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2736	Best fitness:	134.69931972789115	Average fitness:	315.7776054421769	Fitness standard deviation:	51.563721722520675	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2752	Best fitness:	134.69931972789115	Average fitness:	325.9096054421769	Fitness standard deviation:	46.750895836882314	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2768	Best fitness:	134.69931972789115	Average fitness:	316.75074829931975	Fitness standard deviation:	50.010752476495554	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2784	Best fitness:	134.69931972789115	Average fitness:	318.18903401360546	Fitness standard deviation:	56.17991100319162	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2800	Best fitness:	134.69931972789115	Average fitness:	317.1707482993197	Fitness standard deviation:	47.1403189792919	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2816	Best fitness:	134.69931972789115	Average fitness:	306.37589115646256	Fitness standard deviation:	46.97222016712188	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2832	Best fitness:	134.69931972789115	Average fitness:	323.0610340136054	Fitness standard deviation:	56.097315330283905	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2848	Best fitness:	134.69931972789115	Average fitness:	318.99931972789125	Fitness standard deviation:	46.75892048473702	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2864	Best fitness:	134.69931972789115	Average fitness:	311.4324625850341	Fitness standard deviation:	44.110823554001406	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2880	Best fitness:	134.69931972789115	Average fitness:	316.15989115646255	Fitness standard deviation:	47.08094103406452	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2896	Best fitness:	134.69931972789115	Average fitness:	312.9490340136054	Fitness standard deviation:	57.490219025429326	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2912	Best fitness:	134.69931972789115	Average fitness:	320.7873197278912	Fitness standard deviation:	54.414573630112535	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2928	Best fitness:	134.69931972789115	Average fitness:	317.62846258503413	Fitness standard deviation:	43.897629796086775	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2944	Best fitness:	134.69931972789115	Average fitness:	323.2181768707484	Fitness standard deviation:	44.89855680967749	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2960	Best fitness:	134.69931972789115	Average fitness:	320.98789115646264	Fitness standard deviation:	51.388141330347366	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2976	Best fitness:	134.69931972789115	Average fitness:	315.3856054421769	Fitness standard deviation:	47.718871803554634	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	2992	Best fitness:	134.69931972789115	Average fitness:	324.3821768707483	Fitness standard deviation:	51.584029248105345	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3008	Best fitness:	134.69931972789115	Average fitness:	308.21360544217686	Fitness standard deviation:	48.33849152864936	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3024	Best fitness:	134.69931972789115	Average fitness:	318.81646258503406	Fitness standard deviation:	45.8492351882443	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3040	Best fitness:	134.69931972789115	Average fitness:	312.9301768707484	Fitness standard deviation:	51.74691057405441	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3056	Best fitness:	134.69931972789115	Average fitness:	313.02617687074826	Fitness standard deviation:	50.86298077568553	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3072	Best fitness:	134.69931972789115	Average fitness:	320.03703401360553	Fitness standard deviation:	47.33272749291305	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3088	Best fitness:	134.69931972789115	Average fitness:	320.34674829931976	Fitness standard deviation:	48.19749561111732	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3104	Best fitness:	134.69931972789115	Average fitness:	310.22217687074834	Fitness standard deviation:	50.67918117019683	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3120	Best fitness:	134.69931972789115	Average fitness:	312.60446258503407	Fitness standard deviation:	41.82984246312429	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3136	Best fitness:	134.69931972789115	Average fitness:	312.01989115646256	Fitness standard deviation:	56.585518098264146	Best genome:	A15	A10	N12	E3	N6	N3	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N7	A6	A14	A17	A12	
Generation:	3152	Best fitness:	132.6421768707483	Average fitness:	324.4696054421768	Fitness standard deviation:	46.18284157386523	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3168	Best fitness:	132.6421768707483	Average fitness:	327.76789115646255	Fitness standard deviation:	51.99736382642834	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3184	Best fitness:	132.6421768707483	Average fitness:	316.91589115646264	Fitness standard deviation:	52.01736887005402	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3200	Best fitness:	132.6421768707483	Average fitness:	311.07474829931977	Fitness standard deviation:	44.996367385351796	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3216	Best fitness:	132.6421768707483	Average fitness:	315.44846258503406	Fitness standard deviation:	52.715232291927144	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3232	Best fitness:	132.6421768707483	Average fitness:	321.5130340136053	Fitness standard deviation:	56.176156534056105	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3248	Best fitness:	132.6421768707483	Average fitness:	316.99131972789115	Fitness standard deviation:	47.105870612951016	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3264	Best fitness:	132.6421768707483	Average fitness:	314.70960544217684	Fitness standard deviation:	52.01587881893492	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3280	Best fitness:	132.6421768707483	Average fitness:	309.1376054421769	Fitness standard deviation:	52.36763001110125	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3296	Best fitness:	132.6421768707483	Average fitness:	311.10046258503394	Fitness standard deviation:	48.26120796884642	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3312	Best fitness:	132.6421768707483	Average fitness:	312.31989115646246	Fitness standard deviation:	43.993825555643696	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
Generation:	3328	Best fitness:	132.6421768707483	Average fitness:	323.5421768707483	Fitness standard deviation:	57.274215661079424	Best genome:	A15	A10	N12	N6	E4	N5	A11	A7	A16	E5	A8	A13	N9	A9	N3	E3	N7	A6	A14	A17	A12	
