Generation:	16	Best fitness:	253.4421768707483	Average fitness:	327.5350340136054	Fitness standard deviation:	38.30633653023148	Best genome:	A16	N3	E3	N12	A8	N9	E4	A7	A14	A6	N7	N5	A17	A10	E5	A13	A9	A15	A11	N6	A12	
Generation:	1760	Best fitness:	128.61360544217686	Average fitness:	262.26074829931974	Fitness standard deviation:	56.03753645402995	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1776	Best fitness:	128.61360544217686	Average fitness:	251.726462585034	Fitness standard deviation:	55.660854580693076	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1792	Best fitness:	128.61360544217686	Average fitness:	273.5864625850339	Fitness standard deviation:	50.4617612147848	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1808	Best fitness:	128.61360544217686	Average fitness:	271.4478911564626	Fitness standard deviation:	49.20117685667317	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1824	Best fitness:	128.61360544217686	Average fitness:	282.15646258503403	Fitness standard deviation:	52.33218855717458	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1840	Best fitness:	128.61360544217686	Average fitness:	280.3293197278912	Fitness standard deviation:	54.4176378032126	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1856	Best fitness:	128.61360544217686	Average fitness:	285.7807482993197	Fitness standard deviation:	69.11437918555069	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1872	Best fitness:	128.61360544217686	Average fitness:	277.706462585034	Fitness standard deviation:	51.49278283093146	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1888	Best fitness:	128.61360544217686	Average fitness:	275.56646258503406	Fitness standard deviation:	59.032964346980215	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1904	Best fitness:	128.61360544217686	Average fitness:	270.42646258503396	Fitness standard deviation:	55.147840244867886	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1920	Best fitness:	128.61360544217686	Average fitness:	278.38074829931975	Fitness standard deviation:	55.6104815219401	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1936	Best fitness:	128.61360544217686	Average fitness:	259.2250340136055	Fitness standard deviation:	45.97997558831497	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1952	Best fitness:	128.61360544217686	Average fitness:	278.20789115646255	Fitness standard deviation:	60.76550014739667	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1968	Best fitness:	128.61360544217686	Average fitness:	269.3293197278912	Fitness standard deviation:	49.02764440931801	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	1984	Best fitness:	128.61360544217686	Average fitness:	261.0421768707483	Fitness standard deviation:	47.369147799652325	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2000	Best fitness:	128.61360544217686	Average fitness:	270.09360544217685	Fitness standard deviation:	53.53388063189707	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2016	Best fitness:	128.61360544217686	Average fitness:	256.79503401360546	Fitness standard deviation:	55.6139354691551	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2032	Best fitness:	128.61360544217686	Average fitness:	283.9436054421768	Fitness standard deviation:	65.34398304670572	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2048	Best fitness:	128.61360544217686	Average fitness:	275.76789115646255	Fitness standard deviation:	59.10134802841227	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2064	Best fitness:	128.61360544217686	Average fitness:	282.326462585034	Fitness standard deviation:	54.73318172400225	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2080	Best fitness:	128.61360544217686	Average fitness:	273.14646258503393	Fitness standard deviation:	67.14309196007571	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2096	Best fitness:	128.61360544217686	Average fitness:	277.1750340136054	Fitness standard deviation:	67.3992231984546	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2112	Best fitness:	128.61360544217686	Average fitness:	276.5407482993197	Fitness standard deviation:	55.82220132908133	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2128	Best fitness:	128.61360544217686	Average fitness:	266.0778911564626	Fitness standard deviation:	47.264113214564645	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2144	Best fitness:	128.61360544217686	Average fitness:	274.2736054421769	Fitness standard deviation:	64.7324823991095	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2160	Best fitness:	128.61360544217686	Average fitness:	248.99931972789113	Fitness standard deviation:	45.11404279315762	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2176	Best fitness:	128.61360544217686	Average fitness:	277.0507482993197	Fitness standard deviation:	54.54991954576084	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2192	Best fitness:	128.61360544217686	Average fitness:	268.60360544217684	Fitness standard deviation:	50.82912733575392	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2208	Best fitness:	128.61360544217686	Average fitness:	268.4721768707482	Fitness standard deviation:	48.13489588688041	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2224	Best fitness:	128.61360544217686	Average fitness:	266.51074829931974	Fitness standard deviation:	67.2507057242388	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2240	Best fitness:	128.61360544217686	Average fitness:	281.156462585034	Fitness standard deviation:	66.53142943031374	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2256	Best fitness:	128.61360544217686	Average fitness:	261.9950340136055	Fitness standard deviation:	58.57315487003045	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2272	Best fitness:	128.61360544217686	Average fitness:	269.7093197278911	Fitness standard deviation:	55.828499981676764	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2288	Best fitness:	128.61360544217686	Average fitness:	290.4521768707483	Fitness standard deviation:	54.78037729638866	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2304	Best fitness:	128.61360544217686	Average fitness:	273.32646258503405	Fitness standard deviation:	56.88336041266141	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2320	Best fitness:	128.61360544217686	Average fitness:	264.9693197278911	Fitness standard deviation:	57.42182012554647	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2336	Best fitness:	128.61360544217686	Average fitness:	273.1464625850341	Fitness standard deviation:	59.39115736765355	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2352	Best fitness:	128.61360544217686	Average fitness:	275.16931972789115	Fitness standard deviation:	48.13523167671917	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2368	Best fitness:	128.61360544217686	Average fitness:	269.5807482993198	Fitness standard deviation:	59.64872222659346	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2384	Best fitness:	128.61360544217686	Average fitness:	256.1836054421769	Fitness standard deviation:	64.6167505136151	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2400	Best fitness:	128.61360544217686	Average fitness:	284.95931972789117	Fitness standard deviation:	49.4676228064625	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2416	Best fitness:	128.61360544217686	Average fitness:	286.91217687074834	Fitness standard deviation:	48.85014442357445	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2432	Best fitness:	128.61360544217686	Average fitness:	273.5607482993197	Fitness standard deviation:	58.917149213353596	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2448	Best fitness:	128.61360544217686	Average fitness:	245.8678911564626	Fitness standard deviation:	59.005227648030626	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2464	Best fitness:	128.61360544217686	Average fitness:	274.88217687074825	Fitness standard deviation:	55.820577289916955	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2480	Best fitness:	128.61360544217686	Average fitness:	278.2450340136054	Fitness standard deviation:	52.41431483860111	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2496	Best fitness:	128.61360544217686	Average fitness:	260.80360544217683	Fitness standard deviation:	46.76336545822586	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2512	Best fitness:	128.61360544217686	Average fitness:	244.2336054421769	Fitness standard deviation:	48.4165354617867	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2528	Best fitness:	128.61360544217686	Average fitness:	280.7307482993197	Fitness standard deviation:	55.34249568434214	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2544	Best fitness:	128.61360544217686	Average fitness:	266.0707482993197	Fitness standard deviation:	48.11984273983158	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2560	Best fitness:	128.61360544217686	Average fitness:	273.0421768707483	Fitness standard deviation:	62.357166093924654	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2576	Best fitness:	128.61360544217686	Average fitness:	299.0136054421769	Fitness standard deviation:	50.128366648606686	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2592	Best fitness:	128.61360544217686	Average fitness:	278.4650340136055	Fitness standard deviation:	62.436984460906096	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2608	Best fitness:	128.61360544217686	Average fitness:	253.0650340136054	Fitness standard deviation:	48.03578139134984	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2624	Best fitness:	128.61360544217686	Average fitness:	269.3807482993197	Fitness standard deviation:	45.214206070794226	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2640	Best fitness:	128.61360544217686	Average fitness:	280.0950340136054	Fitness standard deviation:	54.761962275332124	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2656	Best fitness:	128.61360544217686	Average fitness:	258.61646258503396	Fitness standard deviation:	56.67907572014382	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2672	Best fitness:	128.61360544217686	Average fitness:	256.9350340136054	Fitness standard deviation:	54.01827572447031	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2688	Best fitness:	128.61360544217686	Average fitness:	248.82503401360546	Fitness standard deviation:	58.35242918539668	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2704	Best fitness:	128.61360544217686	Average fitness:	265.23931972789114	Fitness standard deviation:	56.56940970423604	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2720	Best fitness:	128.61360544217686	Average fitness:	279.96789115646254	Fitness standard deviation:	52.40600713347154	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2736	Best fitness:	128.61360544217686	Average fitness:	268.0907482993198	Fitness standard deviation:	61.30835352743457	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2752	Best fitness:	128.61360544217686	Average fitness:	270.7907482993197	Fitness standard deviation:	60.21875401146954	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2768	Best fitness:	128.61360544217686	Average fitness:	252.80789115646257	Fitness standard deviation:	58.68236156788234	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2784	Best fitness:	128.61360544217686	Average fitness:	259.8293197278912	Fitness standard deviation:	48.21480547867987	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2800	Best fitness:	128.61360544217686	Average fitness:	281.54931972789115	Fitness standard deviation:	58.530794877394165	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2816	Best fitness:	128.61360544217686	Average fitness:	265.9150340136054	Fitness standard deviation:	61.19016425897888	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2832	Best fitness:	128.61360544217686	Average fitness:	282.6021768707483	Fitness standard deviation:	56.74010524185819	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2848	Best fitness:	128.61360544217686	Average fitness:	263.94789115646256	Fitness standard deviation:	56.155135044239145	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2864	Best fitness:	128.61360544217686	Average fitness:	268.63646258503405	Fitness standard deviation:	65.4664641364616	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2880	Best fitness:	128.61360544217686	Average fitness:	263.026462585034	Fitness standard deviation:	55.29608428030591	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2896	Best fitness:	128.61360544217686	Average fitness:	266.52217687074824	Fitness standard deviation:	61.12335910739386	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2912	Best fitness:	128.61360544217686	Average fitness:	252.54360544217684	Fitness standard deviation:	57.20975903262858	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2928	Best fitness:	128.61360544217686	Average fitness:	272.696462585034	Fitness standard deviation:	46.831780505401696	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2944	Best fitness:	128.61360544217686	Average fitness:	273.38503401360543	Fitness standard deviation:	52.57890086647429	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2960	Best fitness:	128.61360544217686	Average fitness:	249.08360544217686	Fitness standard deviation:	65.51130295060322	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2976	Best fitness:	128.61360544217686	Average fitness:	253.20503401360543	Fitness standard deviation:	59.48600185191917	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	2992	Best fitness:	128.61360544217686	Average fitness:	280.39503401360537	Fitness standard deviation:	58.34568852441245	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3008	Best fitness:	128.61360544217686	Average fitness:	301.12074829931976	Fitness standard deviation:	49.60090673545789	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3024	Best fitness:	128.61360544217686	Average fitness:	274.8078911564626	Fitness standard deviation:	56.33596277725994	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3040	Best fitness:	128.61360544217686	Average fitness:	270.14646258503404	Fitness standard deviation:	53.319637822766765	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3056	Best fitness:	128.61360544217686	Average fitness:	273.25217687074826	Fitness standard deviation:	48.45392448459861	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3072	Best fitness:	128.61360544217686	Average fitness:	279.7478911564625	Fitness standard deviation:	44.265604743020354	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3088	Best fitness:	128.61360544217686	Average fitness:	268.0950340136054	Fitness standard deviation:	65.86492936615178	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3104	Best fitness:	128.61360544217686	Average fitness:	267.02074829931973	Fitness standard deviation:	52.16475616462024	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3120	Best fitness:	128.61360544217686	Average fitness:	276.7293197278911	Fitness standard deviation:	70.51504599902702	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3136	Best fitness:	128.61360544217686	Average fitness:	274.86360544217683	Fitness standard deviation:	66.54539458757704	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3152	Best fitness:	128.61360544217686	Average fitness:	275.0193197278911	Fitness standard deviation:	66.13357577583386	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3168	Best fitness:	128.61360544217686	Average fitness:	284.16503401360546	Fitness standard deviation:	56.10772808642681	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3184	Best fitness:	128.61360544217686	Average fitness:	261.31217687074826	Fitness standard deviation:	58.50162214740333	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3200	Best fitness:	128.61360544217686	Average fitness:	276.4078911564626	Fitness standard deviation:	57.18792694052742	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3216	Best fitness:	128.61360544217686	Average fitness:	275.17360544217684	Fitness standard deviation:	54.18670851409816	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3232	Best fitness:	128.61360544217686	Average fitness:	285.55503401360545	Fitness standard deviation:	52.81148721284654	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3248	Best fitness:	128.61360544217686	Average fitness:	287.0607482993197	Fitness standard deviation:	64.32476799453705	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3264	Best fitness:	128.61360544217686	Average fitness:	269.2336054421769	Fitness standard deviation:	59.627042283083036	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3280	Best fitness:	128.61360544217686	Average fitness:	258.9650340136055	Fitness standard deviation:	56.04705027829707	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3296	Best fitness:	128.61360544217686	Average fitness:	277.6450340136054	Fitness standard deviation:	61.734054968527246	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3312	Best fitness:	128.61360544217686	Average fitness:	276.27931972789116	Fitness standard deviation:	49.23056550144267	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
Generation:	3328	Best fitness:	128.61360544217686	Average fitness:	261.2621768707483	Fitness standard deviation:	55.682341831470545	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	E5	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	
