Generation:	16	Best fitness:	242.35646258503402	Average fitness:	334.08846258503405	Fitness standard deviation:	35.166296429556354	Best genome:	A13	A16	N9	A10	A8	N12	A14	A17	A9	E4	A15	A12	N7	E5	N6	A6	E3	N5	N3	A7	A11	
Generation:	1760	Best fitness:	137.78503401360544	Average fitness:	315.32903401360545	Fitness standard deviation:	44.70137612272475	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1776	Best fitness:	137.78503401360544	Average fitness:	312.50160544217687	Fitness standard deviation:	45.369057814995536	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1792	Best fitness:	137.78503401360544	Average fitness:	313.0581768707483	Fitness standard deviation:	50.89345739114695	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1808	Best fitness:	137.78503401360544	Average fitness:	322.75589115646267	Fitness standard deviation:	46.290674333884084	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1824	Best fitness:	137.78503401360544	Average fitness:	316.9261768707483	Fitness standard deviation:	51.83969841497057	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1840	Best fitness:	137.78503401360544	Average fitness:	322.5478911564626	Fitness standard deviation:	45.06243550761045	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1856	Best fitness:	137.78503401360544	Average fitness:	314.5198911564627	Fitness standard deviation:	49.88628997867786	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1872	Best fitness:	137.78503401360544	Average fitness:	325.2033197278912	Fitness standard deviation:	48.111521725835175	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1888	Best fitness:	137.78503401360544	Average fitness:	321.2753197278912	Fitness standard deviation:	60.913013752466426	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1904	Best fitness:	137.78503401360544	Average fitness:	319.53703401360536	Fitness standard deviation:	47.33487593385526	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1920	Best fitness:	137.78503401360544	Average fitness:	312.31760544217684	Fitness standard deviation:	51.69785019333245	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1936	Best fitness:	137.78503401360544	Average fitness:	324.0296054421769	Fitness standard deviation:	46.01074343397353	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1952	Best fitness:	137.78503401360544	Average fitness:	323.2878911564626	Fitness standard deviation:	58.243338096756275	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1968	Best fitness:	137.78503401360544	Average fitness:	318.36446258503395	Fitness standard deviation:	50.043242375255545	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	1984	Best fitness:	137.78503401360544	Average fitness:	317.9701768707483	Fitness standard deviation:	51.5719332749344	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2000	Best fitness:	137.78503401360544	Average fitness:	304.029605442177	Fitness standard deviation:	41.121940381439856	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2016	Best fitness:	137.78503401360544	Average fitness:	311.80503401360534	Fitness standard deviation:	44.014892563164786	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2032	Best fitness:	137.78503401360544	Average fitness:	326.7667482993198	Fitness standard deviation:	40.47732900762891	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2048	Best fitness:	137.78503401360544	Average fitness:	321.784462585034	Fitness standard deviation:	47.69704889343634	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2064	Best fitness:	137.78503401360544	Average fitness:	319.02160544217696	Fitness standard deviation:	51.59414997371508	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2080	Best fitness:	137.78503401360544	Average fitness:	314.9158911564625	Fitness standard deviation:	61.21687564849473	Best genome:	A9	A7	A14	A12	A6	N7	N12	E3	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2096	Best fitness:	136.78503401360544	Average fitness:	323.45131972789113	Fitness standard deviation:	47.729434871396265	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2112	Best fitness:	136.78503401360544	Average fitness:	316.0667482993196	Fitness standard deviation:	50.179357333143955	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2128	Best fitness:	136.78503401360544	Average fitness:	315.3947482993197	Fitness standard deviation:	49.387916760673185	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2144	Best fitness:	136.78503401360544	Average fitness:	325.39303401360553	Fitness standard deviation:	47.95971099638886	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2160	Best fitness:	136.78503401360544	Average fitness:	328.63531972789104	Fitness standard deviation:	44.85204613811404	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2176	Best fitness:	136.78503401360544	Average fitness:	317.76389115646265	Fitness standard deviation:	49.926615472826	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2192	Best fitness:	136.78503401360544	Average fitness:	323.58503401360537	Fitness standard deviation:	49.0205521247185	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2208	Best fitness:	136.78503401360544	Average fitness:	326.9347482993199	Fitness standard deviation:	53.31959751826908	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2224	Best fitness:	136.78503401360544	Average fitness:	326.5273197278911	Fitness standard deviation:	48.88320123456294	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2240	Best fitness:	136.78503401360544	Average fitness:	317.1873197278912	Fitness standard deviation:	54.73102521702039	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2256	Best fitness:	136.78503401360544	Average fitness:	313.7524625850339	Fitness standard deviation:	49.23679692826395	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2272	Best fitness:	136.78503401360544	Average fitness:	312.17474829931973	Fitness standard deviation:	47.20103242039331	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2288	Best fitness:	136.78503401360544	Average fitness:	320.02903401360544	Fitness standard deviation:	49.49722769725883	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2304	Best fitness:	136.78503401360544	Average fitness:	310.64446258503403	Fitness standard deviation:	53.636667884146995	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2320	Best fitness:	136.78503401360544	Average fitness:	323.0690340136054	Fitness standard deviation:	43.184287546962906	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2336	Best fitness:	136.78503401360544	Average fitness:	313.6381768707482	Fitness standard deviation:	51.774670037281616	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2352	Best fitness:	136.78503401360544	Average fitness:	329.2158911564626	Fitness standard deviation:	52.555198065986794	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2368	Best fitness:	136.78503401360544	Average fitness:	309.4673197278911	Fitness standard deviation:	47.42677161473168	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2384	Best fitness:	136.78503401360544	Average fitness:	310.67589115646257	Fitness standard deviation:	48.75492019210753	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2400	Best fitness:	136.78503401360544	Average fitness:	317.63589115646255	Fitness standard deviation:	54.29211399570336	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2416	Best fitness:	136.78503401360544	Average fitness:	321.37531972789117	Fitness standard deviation:	47.58851983323676	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2432	Best fitness:	136.78503401360544	Average fitness:	321.0284625850338	Fitness standard deviation:	52.815323453617175	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2448	Best fitness:	136.78503401360544	Average fitness:	312.3633197278911	Fitness standard deviation:	41.120489380078425	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2464	Best fitness:	136.78503401360544	Average fitness:	319.4638911564626	Fitness standard deviation:	51.46925932068975	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2480	Best fitness:	136.78503401360544	Average fitness:	334.0758911564626	Fitness standard deviation:	48.231651455475266	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2496	Best fitness:	136.78503401360544	Average fitness:	325.50046258503403	Fitness standard deviation:	53.75944179739358	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2512	Best fitness:	136.78503401360544	Average fitness:	306.60560544217685	Fitness standard deviation:	50.17377249324673	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2528	Best fitness:	136.78503401360544	Average fitness:	316.0907482993196	Fitness standard deviation:	46.99075940424622	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2544	Best fitness:	136.78503401360544	Average fitness:	313.6696054421768	Fitness standard deviation:	57.093632501035216	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2560	Best fitness:	136.78503401360544	Average fitness:	313.808462585034	Fitness standard deviation:	51.620495752310305	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2576	Best fitness:	136.78503401360544	Average fitness:	316.688462585034	Fitness standard deviation:	47.019721399534006	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2592	Best fitness:	136.78503401360544	Average fitness:	320.9964625850339	Fitness standard deviation:	52.17219495603585	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2608	Best fitness:	136.78503401360544	Average fitness:	318.65874829931965	Fitness standard deviation:	47.64673407742547	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2624	Best fitness:	136.78503401360544	Average fitness:	314.2113197278912	Fitness standard deviation:	51.44079913049245	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2640	Best fitness:	136.78503401360544	Average fitness:	319.76846258503394	Fitness standard deviation:	50.70829166669985	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2656	Best fitness:	136.78503401360544	Average fitness:	321.06389115646243	Fitness standard deviation:	48.51485463573534	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2672	Best fitness:	136.78503401360544	Average fitness:	330.416462585034	Fitness standard deviation:	49.96794441827435	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2688	Best fitness:	136.78503401360544	Average fitness:	319.800462585034	Fitness standard deviation:	41.39795290610789	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2704	Best fitness:	136.78503401360544	Average fitness:	313.8541768707483	Fitness standard deviation:	45.19197259040863	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2720	Best fitness:	136.78503401360544	Average fitness:	325.4358911564626	Fitness standard deviation:	48.63168003829333	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2736	Best fitness:	136.78503401360544	Average fitness:	316.96274829931974	Fitness standard deviation:	48.50792968291317	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2752	Best fitness:	136.78503401360544	Average fitness:	321.8627482993198	Fitness standard deviation:	52.25593751324107	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2768	Best fitness:	136.78503401360544	Average fitness:	308.2776054421768	Fitness standard deviation:	49.83671740754184	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2784	Best fitness:	136.78503401360544	Average fitness:	323.1021768707484	Fitness standard deviation:	55.76203997381029	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2800	Best fitness:	136.78503401360544	Average fitness:	318.05017687074826	Fitness standard deviation:	47.185862995310835	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2816	Best fitness:	136.78503401360544	Average fitness:	321.76846258503394	Fitness standard deviation:	47.22535710779945	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2832	Best fitness:	136.78503401360544	Average fitness:	315.3130340136054	Fitness standard deviation:	52.30478410709479	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2848	Best fitness:	136.78503401360544	Average fitness:	312.82103401360547	Fitness standard deviation:	49.08320659152296	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2864	Best fitness:	136.78503401360544	Average fitness:	312.1118911564625	Fitness standard deviation:	47.618643291235834	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2880	Best fitness:	136.78503401360544	Average fitness:	315.2193197278911	Fitness standard deviation:	52.292518526817496	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2896	Best fitness:	136.78503401360544	Average fitness:	321.7473197278913	Fitness standard deviation:	48.38739874414092	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2912	Best fitness:	136.78503401360544	Average fitness:	311.6861768707483	Fitness standard deviation:	45.82301185016551	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2928	Best fitness:	136.78503401360544	Average fitness:	324.9530340136055	Fitness standard deviation:	47.56047738041599	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2944	Best fitness:	136.78503401360544	Average fitness:	322.50731972789123	Fitness standard deviation:	50.16109982845273	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2960	Best fitness:	136.78503401360544	Average fitness:	324.6461768707483	Fitness standard deviation:	52.310195052675724	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2976	Best fitness:	136.78503401360544	Average fitness:	317.7896054421769	Fitness standard deviation:	56.38603108528761	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	2992	Best fitness:	136.78503401360544	Average fitness:	327.97360544217685	Fitness standard deviation:	43.99733387098703	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3008	Best fitness:	136.78503401360544	Average fitness:	323.46789115646254	Fitness standard deviation:	46.20590623966347	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3024	Best fitness:	136.78503401360544	Average fitness:	320.572462585034	Fitness standard deviation:	48.05213840428426	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3040	Best fitness:	136.78503401360544	Average fitness:	322.16560544217674	Fitness standard deviation:	51.69271639847399	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3056	Best fitness:	136.78503401360544	Average fitness:	319.0787482993197	Fitness standard deviation:	42.17212467098743	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3072	Best fitness:	136.78503401360544	Average fitness:	316.7753197278912	Fitness standard deviation:	54.893361142030535	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3088	Best fitness:	136.78503401360544	Average fitness:	308.2353197278911	Fitness standard deviation:	42.02659510163457	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3104	Best fitness:	136.78503401360544	Average fitness:	310.1467482993197	Fitness standard deviation:	48.632412676891846	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3120	Best fitness:	136.78503401360544	Average fitness:	324.35874829931964	Fitness standard deviation:	49.379739988239336	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3136	Best fitness:	136.78503401360544	Average fitness:	322.4078911564626	Fitness standard deviation:	57.78960064628534	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3152	Best fitness:	136.78503401360544	Average fitness:	319.08731972789116	Fitness standard deviation:	49.98498259048841	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3168	Best fitness:	136.78503401360544	Average fitness:	318.9364625850341	Fitness standard deviation:	47.44523984209027	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3184	Best fitness:	136.78503401360544	Average fitness:	317.0021768707483	Fitness standard deviation:	49.004437616632735	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3200	Best fitness:	136.78503401360544	Average fitness:	322.86331972789117	Fitness standard deviation:	45.12101815684355	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3216	Best fitness:	136.78503401360544	Average fitness:	325.9673197278912	Fitness standard deviation:	46.379480293838256	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3232	Best fitness:	136.78503401360544	Average fitness:	319.4701768707482	Fitness standard deviation:	49.10280244381917	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3248	Best fitness:	136.78503401360544	Average fitness:	316.77360544217686	Fitness standard deviation:	45.386076440841165	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3264	Best fitness:	136.78503401360544	Average fitness:	327.7153197278911	Fitness standard deviation:	45.50516890487525	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3280	Best fitness:	136.78503401360544	Average fitness:	319.7976054421768	Fitness standard deviation:	48.46321227487918	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3296	Best fitness:	136.78503401360544	Average fitness:	320.96846258503405	Fitness standard deviation:	50.34431036981483	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3312	Best fitness:	136.78503401360544	Average fitness:	315.5781768707482	Fitness standard deviation:	56.75015190054291	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
Generation:	3328	Best fitness:	136.78503401360544	Average fitness:	312.26103401360547	Fitness standard deviation:	55.96359796751266	Best genome:	A9	A7	N7	N12	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	E5	A15	A17	N9	A16	A8	A13	
